Episode,Reward,ActorLoss,CriticLoss
169,-1439.9086007912194,-0.010576784300307432,64.1217737197876
170,-1440.3039540514626,-0.012393542379140855,67.63607382774353
171,-1441.0808018173461,-0.4411346367249886,67.70864620208741
172,-1440.7568233877932,-0.3700551410516103,64.37112092971802
173,-1440.073552866349,0.41529303764303527,48.22219103177388
174,-1440.726701893074,0.31242587851981324,46.20524710019429
175,-1438.911139202871,-0.2176128211741646,62.41423196792603
176,-1435.860563387038,-0.4430049645404021,72.10538845062256
177,-1440.6336089700044,-0.3046833423897624,64.9233782450358
178,-1438.6824270461468,0.38747038766741754,50.16239986419678
179,-1436.0039895243335,0.3355609017113845,56.23667569160462
180,-1435.7054493626702,0.3968298114836216,60.369697364171344
181,-1437.6708213081129,0.6065115531285604,47.73177744547526
182,-1438.4806323453959,0.34978058710694315,59.054279979070024
183,-1437.5904800253509,0.23460001250108084,53.0950096766154
184,-1438.254766372741,0.4111205916230877,56.08344521522522
185,-1437.0740400386856,0.30735738997658096,55.86132726669312
186,-1437.63747821898,0.2344841873894135,55.77022202809652
187,-1438.6997168811738,-0.4579207769905527,73.55105859438578
188,-1438.4812238264387,0.22434497848153115,43.11573240756989
189,-1437.6291404393837,-0.05210038560132186,54.203014532725014
190,-1438.7417395814587,-0.07524309009313583,56.92136806646983
191,-1438.1254153338964,-0.04177513010799885,65.3180985768636
192,-1437.6090906042496,-0.0460594546670715,58.969344806671145
193,-1438.9071949290728,-0.022215158740679423,75.84808328946431
194,-1438.9096974932231,0.18495520930737258,56.6392005443573
195,-1439.702564658306,0.16679603817562264,61.10299555460612
196,-1439.4774807867138,-0.6032877820233504,87.34610306421915
197,-1439.5112067092407,0.20072446099172037,55.30179230372111
198,-1439.6837792023819,0.3768495905523499,60.807194995880124
199,-1439.283060699005,0.43438559770584106,43.96932560602824
200,-1438.115458311922,-0.3937046334147453,69.79454143842061
201,-1439.2274750004851,-0.130221397553881,58.771269313494365
202,-1440.747527256107,0.08397124061981837,70.82935633659363
203,-1440.3367411747809,-0.3651617039615909,75.43205404281616
204,-1441.6817247791294,0.436276792610685,49.62949876785278
205,-1442.04852156287,0.151004209369421,64.13079490661622
206,-1442.1625336780075,0.17361660773555437,59.12386581897736
207,-1441.7424157257992,0.22739783599972724,62.80352468490601
208,-1441.3322482563885,-0.4418032895773649,73.66354250907898
209,-1441.9566300196404,0.1244375579059124,57.95934057235718
210,-1442.6217982589374,0.039853062480688095,56.51283582051595
211,-1441.6276706004412,-0.015243953838944436,62.660364373524985
212,-1441.5535211540805,0.08528131370743115,55.09541319211324
213,-1441.66062335552,0.20764872878789903,63.07986652056376
214,-1446.438799848165,1.0350597977638245,60.865268325805665
215,-1459.2154016102143,0.052161425724625586,57.83116219043732
216,-1460.0147432945114,0.43495734930038454,49.66871763865153
217,-1459.887715794271,0.5835792393734057,50.41487631797791
218,-1459.7429405040607,0.40733967783550423,61.47818905512492
219,-1459.8860477557266,0.19733081969122093,51.97471830050151
220,-1459.7044893437549,0.8224550810952981,43.0524876276652
221,-1459.9737568524042,-0.12668499387800694,60.44184562365214
222,-1459.5740237877892,-0.05211293250322342,54.85102361043294
223,-1458.569562019929,-0.11976241022348404,57.27333122889201
224,-1459.425604258627,-0.001008711258570353,64.80552504062652
225,-1460.2869793581135,0.0611348107457161,64.49521185557047
226,-1460.3009813580175,0.4291197707255681,57.70089152654012
227,-1459.5871307493894,0.5007871632774671,39.97916436990102
228,-1459.3982179078907,0.024504447480042775,65.42071475982667
229,-1459.2168797309773,0.0028742202868064243,53.199161275227866
230,-1458.380299660393,0.07538492654760678,72.81791342099508
231,-1459.1714625556426,0.1947001438587904,52.891209268569945
232,-1458.0243166205607,0.47737897783517835,42.86291619141897
233,-1459.057636656456,0.3892585481206576,36.70437766710917
234,-1459.6300560242307,-0.4340798684085409,64.58450637658437
235,-1458.0569902447974,-0.07479379872481028,46.91858112812042
236,-1459.9857165397755,0.18143244578192633,43.745501804351804
237,-1458.7560306833377,-0.06375786662101746,65.7949248154958
238,-1459.378804369003,0.052357835508883,63.052573617299394
239,-1457.9216297059277,0.565001017972827,49.4817108074824
240,-1457.1672988066857,0.3995468683540821,48.00205923716227
241,-1457.6926315206672,0.2861585255091389,52.524444595972696
242,-1455.0405358808666,0.10108096643040577,61.1703684647878
243,-1453.1644567595893,0.06627501000960669,48.73274962902069
244,-1456.915923958033,0.05989856347441673,54.80937639872233
245,-1457.5947800623528,-0.015440778682629268,51.33032347361247
246,-1458.6940049037698,-0.02881149866928657,55.578488477071126
247,-1458.0534550319007,-0.0750849883382519,53.38168468475342
248,-1459.4364079735428,0.20485001777609188,50.35845444997152
249,-1457.79725930905,-0.03428223729133606,58.14681348800659
250,-1459.0642902660402,0.46256967360774676,45.37592814763387
251,-1459.2048955796001,0.12770459999640782,50.07312164306641
252,-1459.0377527082098,-0.38877858345707256,73.80805072784423
253,-1459.6714284508307,-0.07699264821906884,50.45164566040039
254,-1460.8346217953547,0.27225483283400537,48.00411003430684
255,-1460.1461164093307,0.0903437235703071,57.25396819114685
256,-1461.6108354857022,0.5098241447160642,41.382561620076494
257,-1459.6959791227387,-0.00042843321959177655,50.476079034805295
258,-1460.167999396068,0.2669137974580129,46.0259894212087
259,-1460.8129983126416,0.0731923555334409,52.750068267186485
260,-1463.7360737532033,0.2504039173324903,43.29813462495804
261,-1461.9094713748284,-0.016113973036408425,58.054841375350954
262,-1464.6863339888694,0.21816435878475507,52.62397991816203
263,-1462.5193303039216,0.2654850309714675,38.93084451357524
264,-1464.1017619245513,0.2301784973591566,42.355463429292044
265,-1462.0679812246753,0.3438000539317727,36.225118001302086
266,-1461.943039259982,-0.22497065936525662,58.57228611310323
267,-1460.2272700951567,-0.161231625576814,45.67817551294963
268,-1463.265080287552,0.1743785428504149,39.15533510049184
269,-1460.8352372851623,-0.23337426924457152,54.22590986887614
270,-1459.8898056550593,-0.4623572851220767,65.39894723892212
271,-1459.6804878887585,0.0041450367619593935,48.142526944478355
272,-1462.103667491068,0.16352356014152367,43.58952301343282
273,-1461.103362215569,-0.20243345300356547,64.24957477251688
274,-1461.0061983214375,-0.7013571637372176,70.05171564420064
275,-1462.6262693285792,0.40271188616752623,33.961508226394656
276,-1462.354538703082,0.03564886339008808,54.49851202964783
277,-1459.5635013884985,-0.0597245084742705,48.58562060991923
278,-1460.3775740512606,-0.061751955871780714,45.56797494093577
279,-1460.2024290996937,0.2825311191380024,49.86097861925761
280,-1459.5870610443587,-0.2721961873273055,64.27647937933604
281,-1461.1680467168035,-0.03408179307977358,49.84382492701213
282,-1463.5634295531129,0.36543942832698423,40.047295753161116
283,-1460.0875937957512,0.19651590573290983,45.89845533370972
284,-1463.3353034769711,-0.17329622469842434,54.90718371073405
285,-1473.588557511301,-0.27158992110441127,53.66407451629639
286,-1466.0897191533847,0.0998638100301226,36.45704855918884
287,-1469.4161404596696,-0.15406212906042735,48.18208870093028
288,-1466.865053615631,0.20024814804395039,44.026588439941406
289,-1473.6456589740258,0.1932548367107908,38.76589201291402
290,-1468.2057766687642,-0.2684698298573494,49.71993290583293
291,-1467.177534662416,-0.06401238900919755,44.42472376823425
292,-1468.286770611958,-0.14798078344513974,53.88102378845215
293,-1468.380469626096,-0.32707482799887655,55.14197004636129
294,-1471.2661640361443,-0.11652710223570466,53.45695109367371
295,-1473.3177315618766,0.10381805806731184,40.09076855182648
296,-1473.6815253428088,0.2725620890967548,36.31528181234996
297,-1475.8050794583776,0.014606486757596333,46.19627460638682
298,-1468.4890470714774,-0.15506774286429087,43.769281228383385
299,-1468.69652702464,-0.07258219827587406,51.45602278709411
300,-1473.0238505739403,0.32356585934758186,31.90563087463379
