Episode,Reward,ActorLoss,CriticLoss
1,-942.33779914808,13.744283707936605,389.8121592203776
2,-1035.409101545381,14.303130118052165,391.24169108072914
3,-882.2403562802077,11.335184733072916,266.9464279174805
4,-1025.9960603864035,11.865797964731852,263.6772196451823
5,-1036.1296478580668,9.599022690455119,180.76610692342123
6,-1040.8533022916804,8.426391744613648,150.7236297607422
7,-1035.2123714662398,8.024894491831462,141.17892608642578
8,-1033.2277833104868,4.904905732472738,138.07815704345703
9,-1035.3522775842785,3.941953464349111,134.28362019856772
10,-1036.095109522093,3.0668440689643224,119.92943649291992
11,-1018.0207918644455,1.7385383188724517,122.71838175455729
12,-928.7051795442553,2.3511616667111714,133.47266057332357
13,-920.5812073443731,2.9026073309282463,127.47975591023763
14,-1024.4644987411828,2.374806821346283,93.72941017150879
15,-1053.727005371117,4.754591751098633,117.21397069295247
16,-1028.3594913396475,1.534115966844062,85.03569259643555
17,-1044.4749990986943,4.130264135201772,102.7488794962565
18,-1112.6889740523413,3.86111864844958,107.67231903076171
19,-1354.9436121395736,3.903936568895976,59.23771565755208
20,-1438.4741075893353,2.9912135442097982,79.09055322011312
21,-1292.15439768713,2.428360358874003,71.60518131256103
22,-1314.2557514308216,2.388714991013209,53.68577505747477
23,-1308.4733500841476,1.9287432412306467,39.96552251180013
24,-1300.948387307265,1.7686303734779358,42.90879952112834
25,-1309.6474420830975,2.387797776858012,36.297086493174234
26,-1418.8655669995944,2.0788143316904706,97.21686499913534
27,-1449.372842395424,1.4214539110660553,83.004012743632
28,-1449.247616555789,1.5932302276293437,67.1155730565389
29,-1449.2626770101078,1.9234434843063355,52.35937468210856
30,-1454.2315804278246,1.0459769062697888,61.84893194834391
31,-1454.090840330085,1.1527782954275607,78.08619003295898
32,-1454.1318698863581,0.6426140303413074,59.558014678955075
33,-1453.9387115103711,0.7979602597032984,59.41082722345988
34,-1454.1925487020685,0.5674831785261631,46.154281775156655
35,-1454.0909170645273,-0.1359675146639347,84.60695466995239
36,-1453.7819783654,1.1537864496310553,63.89597209294637
37,-1452.3036505111559,0.5216286664207777,58.033720874786376
38,-1451.7414855211423,0.42497351616621015,50.324409834543864
39,-1452.9272081874954,0.6578961294765274,57.66706387201945
40,-1452.564592460335,0.12846828289330006,62.836826451619466
41,-1452.170410310251,0.24562765310208004,70.44669631322225
42,-1452.2285207731004,0.2699387609958649,58.21269524892171
43,-1452.5538813473024,0.1803721781199177,64.77697556813558
44,-1452.0802713197252,0.10023465876777966,87.92645069758098
45,-1452.3851886652371,0.17508191956828037,67.13602879842122
46,-1452.0165478462134,0.5352011089523633,61.96287101109822
47,-1452.8354979787155,0.2933769435932239,79.27134844462077
48,-1452.209558842373,0.4818068904181321,66.33775434494018
49,-1452.623502320836,0.4345975985129674,49.57089826265971
50,-1452.582760373586,0.3134660353884101,52.4613600730896
51,-1452.6174776837063,0.30644019252310195,54.418112182617186
52,-1452.170116063723,0.1495665906618039,64.72163422902425
53,-1452.657664458514,-0.05760561277468999,66.89066899617514
54,-1452.1501631011897,-0.544096321798861,78.85204890569051
55,-1452.9069309620522,0.4265887307624022,45.18193497657776
56,-1452.2549960830952,-0.15279812955607971,65.23843406041463
57,-1452.4204141982227,0.2701759735743205,49.64346383412679
58,-1452.409817228784,0.0899893722186486,75.05179592768351
59,-1452.376452518856,0.4487103190273046,62.04613157908122
60,-1452.5226794769035,0.21460628621280192,56.13213278452555
61,-1452.734561966022,0.5808292994896571,55.326532713572185
62,-1452.7200839863128,0.6687134295701981,71.71160192489624
63,-1452.2455444160933,0.17900196791936954,70.70354725519816
64,-1451.9894475277995,0.6015967945878704,58.16758524576823
65,-1452.076107591634,0.24487964492291212,59.81922626495361
66,-1451.7705306534685,0.6904616132378578,53.99853642781576
67,-1451.890991701774,-0.10609527832518022,80.0211550394694
68,-1451.953620769282,0.5548837502797445,57.05727734565735
69,-1451.5048031745594,0.3165931285669406,77.93210434913635
70,-1451.470281640612,0.6700282196203867,54.16970836321513
71,-1451.1577031887339,-0.04045706695566575,75.09877475102742
72,-1451.1834294987816,0.9189914415280024,43.23074525197347
73,-1451.1131230423985,0.15976537000387908,49.41547835667928
74,-1450.6061845312886,0.9458600970606009,45.91236106554667
75,-1451.5636317610501,-0.03365624168266853,68.22611549695333
76,-1450.787567809896,0.34665222112089394,55.67266004880269
77,-1450.5059243522069,-0.1274761096884807,64.27844273249308
78,-1450.379903643063,-0.04057189555217822,57.943075815836586
79,-1450.902449903157,-0.011778666948278746,61.10377750396729
80,-1450.3638111474875,0.19667524124185246,57.698517115910846
81,-1450.2468840434135,0.1442782218257586,60.45102119445801
82,-1450.2030621485717,0.070880938321352,65.65892499287924
83,-1449.063167557132,-0.009057216284175714,68.59375890096028
84,-1449.7436667754969,0.32676715900500614,54.18891059557597
85,-1449.6148086132118,0.26089574278642735,60.35892012119293
86,-1449.4559040888628,0.08432638943195343,66.41525704065958
87,-1449.6455083785615,0.47524834585686526,54.23213691711426
88,-1449.4103853238344,0.09226560524354378,72.92720899581909
89,-1450.1387609251663,0.3409370742738247,61.125185839335124
90,-1448.844092071272,0.20958354423443476,58.733736197153725
91,-1448.7756879144401,0.236211962501208,57.95428435007731
92,-1448.9975546191604,0.35440462045371535,51.84959545135498
93,-1448.5711835182594,0.28850819064925115,48.51747992833455
94,-1448.7074304961795,1.0215590099493663,79.26586621602377
95,-1443.0240986230226,0.015937964618206023,58.24673557281494
96,-1443.2951348782485,-0.18649915928641955,76.65669034322103
97,-1443.3818186809033,0.40875437104453644,62.522842502593996
98,-1443.5788664306588,-0.3979407618443171,72.54473384221394
99,-1443.6433584270876,0.06750468506167333,62.11492420832316
100,-1444.367385768827,-0.04395856807629268,70.5233428478241
101,-1443.96495577102,0.270298045873642,44.54167334238688
102,-1443.6324427842533,-0.02156615008910497,64.75851054986317
103,-1443.6070781207318,0.44239197224378585,42.466775767008464
104,-1443.8627356882528,-0.19627773885925612,67.64649831453958
105,-1443.3145238725015,-0.1697112053632736,64.15910185178122
106,-1443.6292540269149,0.07537006326019764,71.67971731821696
107,-1443.7050838018488,0.6634121589362622,44.79524299303691
108,-1444.173439456409,0.1379238407438,63.68426011403402
109,-1443.738883310242,0.298011824550728,66.6571727434794
110,-1443.920372020701,0.2677407563353578,72.96644929250081
111,-1444.3622138224118,0.7048939829071362,45.57408689657847
112,-1444.1469917541904,0.19965638214101394,73.0330937385559
113,-1444.092437278483,0.6528345013658206,63.64298300743103
114,-1443.845744710492,0.747603993366162,58.2509756565094
115,-1445.0706263996901,0.6898688837885857,41.14221429824829
116,-1444.9513663659009,0.2786157374580701,53.56576530138651
117,-1444.8348734196309,0.02989524578054746,68.84668998718261
118,-1445.1023934507086,-0.06484981750448544,55.21643311182658
119,-1445.076894796922,-0.04641167838126421,62.25518927574158
120,-1444.3637519783674,0.21993044453362623,39.421946334838864
121,-1445.3102673964504,0.008417468890547753,60.41334184010824
122,-1445.16106975622,-0.08288356407235066,48.46124237378438
123,-1444.4628320898607,-0.22250627726316452,64.70161719322205
124,-1443.8700453507583,-0.3197596416498224,78.49466822942098
125,-1444.1150247542148,0.24463653583079575,64.82116139729818
126,-1444.1229233020752,0.29269993448009096,62.4395500977834
127,-1444.2065152098335,0.4779060535132885,48.0406244913737
128,-1444.3508273056163,0.1427585780620575,51.60643742879232
129,-1444.197410682354,0.3535802934318781,53.61078545252482
130,-1443.8743628492527,-0.18966338075697423,70.48723519643148
131,-1443.7542132780434,0.2608879995221893,56.773642778396606
132,-1443.6048058427193,-0.025317888955275217,63.306164280573526
133,-1443.170188839034,-0.2241695448756218,69.90439327557881
134,-1442.8922504551877,0.09787644346555074,52.42514174779256
135,-1443.0786393208327,0.18440344283978144,48.963771454493205
136,-1441.7105004377368,-0.08236985554297765,57.33912831942241
137,-1441.4802003885195,0.3287779805560907,34.574313871065776
138,-1441.0869094039047,-0.3788006942098339,63.15960555076599
139,-1441.2438946189627,-0.2777969306955735,69.84700622558594
140,-1441.3476458972743,-0.277247285284102,64.30560078620911
141,-1441.7443295831918,0.2877638764679432,58.194276825586954
142,-1441.3902346730722,0.09979606618483862,66.25886526107789
143,-1441.041811921476,0.3493888810276985,60.092032019297285
144,-1441.1616437133916,0.3312121322378516,57.112689352035524
145,-1441.2830100344365,-0.005321952390174071,59.90125271479289
146,-1441.7032911534388,0.10906891624132792,61.70425529479981
147,-1441.5034120571272,0.11300400694211324,50.452383804321286
148,-1441.8158532640427,0.18953461001316707,54.75090494155884
149,-1441.4706243402609,0.5101546337207158,47.86565713882446
150,-1441.2363349944117,0.06951432414352894,54.8016858736674
151,-1441.5355297790306,-0.04919969240824382,66.43372875849406
152,-1442.1848716043316,0.23101549744606018,66.22667524019877
153,-1442.381898920271,0.24878337184588115,81.46588738759358
154,-1442.2195295469207,0.7491105811049541,49.701832644144694
155,-1441.9467573990537,0.0961240405216813,55.06488202412923
156,-1441.8916955362333,-0.18008975485960643,67.06246728897095
157,-1441.9982127946118,-0.0004992529749870301,58.74522876739502
158,-1442.6497144591003,0.5590905144810676,53.885635272661844
159,-1442.4841779779458,0.1864535925288995,62.47163491249084
160,-1442.5212799544233,0.17757302820682525,50.47306044896444
161,-1442.4835780824885,0.6403747444351514,41.90396629969279
162,-1442.7450204984734,-0.08606515191495419,68.91750706036886
163,-1441.7826320953866,-0.13478387588014204,63.44323576291402
164,-1439.5463871647096,-0.3173575100799402,56.34602745374044
165,-1439.906444099011,-0.14290222662190596,70.45964255332947
166,-1440.4915832897314,0.23313803846637407,48.40237797101339
167,-1440.6117906241805,0.11720396565894285,48.680617078145346
168,-1439.6300052859258,0.3136847048997879,55.55714675585429
