frame,episode,reward,actor_loss,qf_loss,vf_loss,alpha_loss
10200,51,-1075.4940540046373,-0.2754687964916229,5.195107460021973,1.455273985862732,1.2134445905685425
10200,51,-1049.449878498805,-0.044098228216171265,5.19195556640625,2.166325330734253,1.0589815378189087
10400,52,-1003.2251615852572,-0.17560482025146484,1.4406812191009521,0.4008729159832001,1.4711940288543701
10600,53,-880.5707627796456,0.07585316151380539,0.6963499784469604,0.10049762576818466,1.5016944408416748
10800,54,-1148.7786445706015,-0.1119793951511383,2.5429818630218506,0.11134172976016998,1.4423332214355469
10800,54,-1149.536769762607,-0.0033857026137411594,2.7268216609954834,0.06854318827390671,1.435638189315796
11000,55,-1243.2709517762182,0.21311137080192566,0.38492369651794434,0.12829147279262543,1.339705228805542

11200,56,-1114.892742247504,-0.256328284740448,3.8038527965545654,0.23887643218040466,1.264464259147644
11200,56,-1102.7762124208039,-0.016780691221356392,2.360959768295288,0.09193084388971329,1.2563426494598389
11400,57,-1200.5430708728275,0.0044731395319104195,0.30253955721855164,0.25078654289245605,1.2055256366729736
11400,57,-1197.3222621922985,-0.2456078976392746,0.6555399894714355,0.2815219759941101,1.2326226234436035
11600,58,-1301.0959450265352,-0.2019897997379303,0.9534468650817871,0.14318598806858063,1.141373634338379
11600,58,-1272.7180876583175,-0.17159874737262726,2.849989414215088,0.19470205903053284,1.1516515016555786
11800,59,-1345.846378406884,0.5467876195907593,0.5096766352653503,0.5651902556419373,1.111083745956421
11800,59,-1390.6085052869814,0.1991899311542511,0.6743773818016052,0.16651102900505066,1.043519139289856
12000,60,-1307.5345669077321,-0.05109089985489845,0.902600884437561,0.14301854372024536,1.0401744842529297
12000,60,-1328.1937907908923,-0.3002263605594635,0.4447811245918274,0.22756867110729218,1.0294853448867798
12200,61,-1358.0472930490098,-0.30174747109413147,0.8289153575897217,0.2985464632511139,0.8998026847839355
12200,61,-1376.68542416624,0.06833422929048538,0.844168484210968,0.1343289166688919,0.9520721435546875
12400,62,-1489.480658076618,-0.33389103412628174,1.3373252153396606,0.3969802260398865,0.8702374696731567
12400,62,-1519.3371116607702,-0.013147268444299698,0.8039599657058716,0.2578701078891754,0.8533647060394287
12600,63,-1471.194269919005,-0.16788752377033234,48.499908447265625,0.4645519554615021,0.8236173987388611
12600,63,-1468.4228664934465,-0.49622514843940735,22.790538787841797,0.6260637044906616,0.8348863124847412
12800,64,-1314.2148164732898,0.13242539763450623,17.481924057006836,0.27130234241485596,0.73747318983078
12800,64,-1345.4259675021117,1.1821730136871338,14.893115997314453,1.907709002494812,0.7010354399681091
13000,65,-1406.6279665103484,-0.6915454864501953,81.119384765625,1.2258656024932861,0.6368240118026733
13000,65,-1425.7109268487593,-0.1637198030948639,1.1824908256530762,0.42089226841926575,0.6649714112281799
13200,66,-1312.573786313038,0.15321408212184906,1.5734931230545044,1.0675010681152344,0.6595775485038757
13200,66,-1301.393032738248,-0.497528612613678,1.718540072441101,0.8058756589889526,0.637737512588501
13400,67,-1387.6286349977725,0.35227170586586,1.8530347347259521,0.7419514656066895,0.6729336380958557
13400,67,-1396.2068947981745,0.09503024816513062,1.3422365188598633,0.7634139060974121,0.7385642528533936
13600,68,-1288.6333522114708,0.708269476890564,2.7497026920318604,1.6459705829620361,0.593388020992279
13600,68,-1285.5143982911031,0.5046560764312744,1.82570219039917,1.0242513418197632,0.541297197341919
13800,69,-1252.8310458805145,1.0459787845611572,2.748443603515625,2.5297188758850098,0.5434331893920898
13800,69,-1210.8944299026355,0.6595286726951599,1.9976041316986084,1.0621440410614014,0.5879048705101013
14000,70,-1426.3923239028002,0.18151937425136566,41.12744140625,0.7800508737564087,0.5725592374801636
14000,70,-1444.5704054433295,1.3690159320831299,40.69939422607422,3.6932852268218994,0.5656154751777649
14200,71,-1249.14859608492,-0.865242063999176,3.7241475582122803,1.659881591796875,0.5353196263313293
14200,71,-1263.31190045852,0.04893682897090912,1.9238195419311523,0.6101064085960388,0.49033457040786743
14400,72,-1158.1592445562162,-0.10832355916500092,1.5107667446136475,0.8543049097061157,0.5145053863525391
14400,72,-1145.1255177152948,-0.18450579047203064,2.4716508388519287,0.6883510947227478,0.5048505663871765
14600,73,-1002.8212348895578,-0.003568403422832489,3.1504411697387695,0.777259349822998,0.42381957173347473
14600,73,-977.7880032003808,0.22624558210372925,2.4614005088806152,0.4911508858203888,0.4314402639865875
14800,74,-980.8188415243853,0.44065722823143005,37.240318298339844,0.8700214624404907,0.4104199707508087
14800,74,-765.0975690849448,0.9077168703079224,5.05323600769043,1.5519031286239624,0.38666969537734985
15000,75,-783.7286324197412,0.1035681813955307,4.3913116455078125,1.0019360780715942,0.4204699397087097
15000,75,-698.8036669478165,-0.0026665516197681427,4.825190544128418,1.3615220785140991,0.4362497627735138
15200,76,-255.36515006016424,0.022790657356381416,4.516849040985107,0.9164705276489258,0.3483654856681824
15200,76,-384.56355910390226,-0.08501240611076355,4.186554908752441,1.1513735055923462,0.34361404180526733
15400,77,-763.4391603284415,-1.4889154434204102,4.918034076690674,3.294560432434082,0.29852184653282166
15400,77,-256.41749082604986,-0.732491672039032,3.6007237434387207,1.6879322528839111,0.3299333453178406
15600,78,-386.4734827057367,-0.9645708799362183,177.8585662841797,2.4953103065490723,0.2891518473625183
15600,78,-258.087611204424,-0.1524360626935959,206.4407958984375,1.2483457326889038,0.2667650282382965
15800,79,-129.41067749980246,1.35289466381073,3.719424247741699,3.0795962810516357,0.2991184890270233
15800,79,-128.2500907576584,1.232232689857483,3.992161989212036,2.9020285606384277,0.2842251658439636
16000,80,-383.06846152482126,-0.03851500526070595,30.590543746948242,1.2078261375427246,0.2912566661834717
16000,80,-256.8271037398537,0.4353465437889099,36.880699157714844,1.4292795658111572,0.25508299469947815
16200,81,-127.83634457911207,0.39422762393951416,19.747879028320312,1.1948137283325195,0.21054604649543762
16200,81,-127.82171482557949,-0.22695554792881012,25.237010955810547,1.4356831312179565,0.20748120546340942
16400,82,-128.61416185433328,-0.04561747610569,51.058006286621094,1.101649522781372,0.24286998808383942
16400,82,-128.89268891286474,0.6604454517364502,113.71903991699219,1.897542953491211,0.23874059319496155
16600,83,-255.1385739997496,0.6115612387657166,7.822421073913574,2.8441550731658936,0.2414085566997528
16600,83,-514.8432589899223,0.6625987887382507,5.222696304321289,2.6142196655273438,0.23309767246246338
16800,84,-516.9698977093393,-0.3825852870941162,4.902937412261963,1.3982703685760498,0.2345290333032608
16800,84,-127.13103610147377,0.3495795428752899,4.204619884490967,1.2924426794052124,0.22956141829490662
17000,85,-516.9843055592328,-0.1412678211927414,126.900390625,1.8694615364074707,0.1775122433900833
17000,85,-128.77880395042376,-0.4902217388153076,9.782014846801758,1.8910129070281982,0.20130079984664917
17200,86,-651.2043750538746,-0.362795352935791,11.15041446685791,2.1692652702331543,0.15101121366024017
17200,86,-127.9905499194945,0.11233914643526077,7.786018371582031,3.532362461090088,0.16985295712947845
17400,87,-385.59329933046945,-0.5446857213973999,153.29263305664062,1.6010267734527588,0.19509273767471313
