episode,reward,actor_loss,critic_loss
1,-880.1680460072139,0,0
2,-864.2586003809524,0,0
3,-863.6924952506422,0,0
4,-1005.2786572447237,0,0
5,-978.453303298788,0,0
6,-896.8713889502468,0,0
7,-888.5284237730061,0,0
8,-1219.0487343900354,0,0
9,-972.3946021942164,0,0
10,-865.4704900878145,0,0
11,-796.1576064449822,0,0
12,-1068.8248811160126,0,0
13,-1073.2928591821092,0,0
14,-964.8392739351717,0,0
15,-1038.4662781619475,0,0
16,-898.1951481706169,0,0
17,-1200.76719893277,0,0
18,-875.5734341201216,0,0
19,-1029.239184961275,0,0
20,-936.3689349709521,0,0
21,-1096.2222661781475,0,0
22,-998.3937049862304,0,0
23,-958.5175885524866,0,0
24,-1027.2469142712862,0,0
25,-1115.3267865209932,0,0
26,-1025.5935180630413,2.8661538124084474,0.9894606173038483
27,-1068.1239059305171,3.295409679412842,0.48120611906051636
28,-1671.3121962433656,4.736174201965332,0.9544003963470459
29,-1693.239418935517,5.947438716888428,1.0043915912508965
30,-1571.929003693309,6.98097858428955,2.3672789707779884
31,-1471.8226684855465,8.543912220001221,2.985265573859215
32,-1449.933025990763,9.69914264678955,1.723579689860344
33,-1430.6352107552793,10.432575225830078,4.419604820013046
34,-1432.3641203254683,11.495857429504394,8.432431882619857
35,-1430.301439871227,12.532086944580078,0.49744886755943296
36,-1433.2808918835815,14.595416069030762,1.453486680984497
37,-1382.149451759084,16.071736335754395,7.992220240831375
38,-1224.3727342197103,18.03318061828613,1.5811394989490508
39,-1073.856398093288,18.920707321166994,48.962113332748416
40,-924.6037330194997,19.54013137817383,28.60898777246475
41,-901.0283354331505,20.667772674560545,33.95041437149048
42,-941.0165954178071,22.122585678100585,11.083015698194504
43,-889.1570906449184,22.86467170715332,23.847856831550597
44,-796.0010190573473,23.801301956176758,23.438086557388306
45,-789.404430884653,24.35299758911133,23.809513914585114
46,-665.57439551478,25.51424789428711,47.06019530296326
47,-265.54027840948106,27.351799774169923,52.99799879789352
48,-398.64469609261835,26.178120040893553,22.16560798883438
49,-131.42624107028,25.46720771789551,23.090584003925322
50,-265.2112264423125,28.758063507080077,28.327877902984618
51,-264.3418246134763,27.699243545532227,42.247311520576474
52,-130.53389221662283,28.999816131591796,1.908976101875305
53,-130.2414837138414,26.965888595581056,28.38491370677948
54,-130.4859529264505,25.292658233642577,2.137698781490326
55,-130.61956323906244,26.08575019836426,32.395691883564
56,-129.94469787262426,25.494972229003906,2.5539839029312135
57,-130.05223564225358,24.79590187072754,12.80204211473465
58,-130.12821583546062,21.24275932312012,2.5602792739868163
59,-261.7170179686925,23.865283203125,1.189966231584549
60,-130.21132803327316,21.169338607788085,6.283323585987091
61,-130.2571377781423,21.641421127319337,2.027524048089981
62,-129.9300448793856,18.384514236450194,38.30027141571045
63,-524.1505191897813,19.785564422607422,2.7135676980018615
64,-130.04803136714207,17.462133598327636,1.9909442007541656
65,-129.44187452718066,18.084074020385742,2.4884649872779847
66,-130.50393511437133,12.645944213867187,26.077673316001892
67,-130.61795632790148,14.832931327819825,6.068191623687744
68,-130.17690166412615,12.005783843994141,2.409073030948639
69,-132.91781236269912,12.367238235473632,53.02334322929382
70,-130.33706365398234,11.801669502258301,1.473201459646225
71,-130.55230881729187,9.13693904876709,0.8613529682159424
72,-131.51266363293067,8.362163162231445,1.1215716630220414
73,-131.8095227513269,9.802355861663818,1.165922111272812
74,-129.9758884468138,9.665648174285888,0.7549008667469025
75,-130.00092514019389,9.030387783050537,0.6705194115638733
76,-130.54339431063266,12.21026258468628,0.9924807369709014
77,-130.53018802623194,7.839862251281739,0.608188995718956
78,-130.76435367402075,7.343149089813233,0.8647777080535889
79,-129.34819397098929,8.75511417388916,0.2833761379122734
80,-129.6463933452058,8.938884258270264,0.5624297678470611
81,-129.6515610814701,9.425775337219239,0.8309751003980637
82,-129.72747033560378,12.092074394226074,0.8641187578439713
83,-130.12368815758063,8.12262134552002,0.6939286306500435
84,-130.09048183969333,8.05579891204834,0.7621471792459488
85,-130.13578401587432,8.983009338378906,0.9372012257575989
86,-129.76655774760064,8.96963210105896,0.9986796498298645
87,-129.63941400458867,10.473131942749024,1.1152976654469966
88,-129.44899295215467,6.160974407196045,0.28304004967212676
89,-129.61161750986525,9.177613449096679,0.6010404299944639
90,-130.06572666772715,8.328987407684327,0.6167611896991729
91,-129.6789993073998,8.413032627105713,0.3667280927300453
92,-130.0934347840006,8.774937534332276,0.7338846512138844
93,-130.12513489089184,6.215840864181518,0.7872661933302879
94,-129.85184918449235,9.009825325012207,0.4557340458035469
95,-130.02486881693346,8.073149394989013,0.48527798876166345
96,-130.02812821141237,6.479601907730102,0.29440104998648164
97,-130.12068158764575,7.540591478347778,0.545418829843402
98,-130.58885657232165,9.24502878189087,0.28382704481482507
99,-130.06095369784688,7.7899425506591795,0.4968247260898352
100,-130.08828617669062,8.483069229125977,0.4636006332933903
101,-129.87535281686993,9.279992961883545,0.2247984804213047
102,-130.3160985671982,9.13756103515625,0.20654237493872643
103,-129.44938582314126,9.157127857208252,0.30377628467977047
104,-130.31258485243214,9.339942359924317,0.5838833920657635
105,-130.09157835407203,10.354445266723634,0.21234310492873193
106,-130.0248113936906,9.990408325195313,0.2784396234899759
107,-131.21049587557394,6.088515949249268,0.08258477970957756
108,-130.36417797332635,7.355225658416748,0.37467782460153104
109,-130.5241001498216,6.964524126052856,0.3069503575563431
110,-129.91519670290612,9.713081550598144,0.3860219972208142
111,-130.33394406474278,7.6175579071044925,0.7780966058373451
112,-131.48728649490636,6.931309413909912,0.46621754616498945
113,-131.34234128065432,7.830735969543457,0.8022824078798294
114,-131.61456156672622,6.878340148925782,0.21649850271642207
115,-130.35880498758823,8.530315399169922,0.18630756065249443
116,-131.42880548914897,7.110227775573731,0.5286771427839995
117,-131.45348361922788,6.7892073631286625,0.0919362161308527
118,-131.5088460000602,7.22454514503479,0.7574413437396288
119,-131.1754095404387,6.972885274887085,0.2712454818189144
120,-131.88628030066812,8.230161237716676,0.14563766606152057
121,-130.57571668925365,5.163568019866943,0.06384978517889976
122,-130.86416464108953,8.936841678619384,0.19132221080362796
123,-129.87413560745821,7.527515888214111,0.32009372878819703
124,-130.3674462806445,6.920938539505005,0.29960880018770697
125,-132.12943369675938,9.212096309661865,0.16964695751667022
126,-131.63620725142846,7.454009675979615,0.23484930731356143
127,-131.3882222209131,8.503237771987916,0.24620166085660458
128,-131.21033744312209,6.887827777862549,0.12710753958672286
129,-129.94104493229833,9.407974243164062,0.6144977759569883
130,-130.07672085169582,7.741287708282471,0.5777275204658509
131,-129.60498787138744,5.788292169570923,0.3560443440452218
132,-129.16748960228352,6.353958320617676,0.13962860330939292
133,-129.21495625769492,10.451675319671631,0.25001311134546994
134,-129.15174081736924,5.32098708152771,0.1773645890876651
135,-130.3823005200971,8.310258865356445,0.13935480564832686
136,-129.3480467756058,6.5699413299560545,0.23314402904361486
137,-129.5038489699899,7.888634300231933,0.04622926730662584
138,-129.8068697667662,8.325227832794189,0.24960224330425262
139,-129.747101615207,7.145532894134521,0.18691731058061123
140,-130.14762536667263,6.7420636177062985,0.19499605130404235
141,-129.61280876849463,7.457191085815429,0.14056259877979754
142,-129.94898727969795,6.689243412017822,0.3710778187960386
143,-130.13798413905548,7.514075088500976,0.2549210719764233
144,-129.9718102367096,7.766270446777344,0.2903417157009244
145,-130.73658505662883,6.146742916107177,0.30020508281886576
146,-130.64767932842213,7.024498701095581,0.14910187516361476
147,-129.90298961136895,5.3244438648223875,0.5879533253610134
148,-129.73009512045573,6.335441160202026,0.29076939448714256
149,-129.9802560792118,6.65783805847168,0.5519538953900337
150,-130.01731139176397,6.199767017364502,0.15439627692103386
151,-130.27756788916898,7.469167304039002,0.10210999548435211
152,-130.957257618282,9.300844955444337,0.1833012854680419
153,-132.24469979231932,5.602990913391113,0.028565447311848402
154,-131.24477204416752,7.068600368499756,0.306531772762537
155,-130.58697395910116,6.597692823410034,0.13947917213663458
156,-129.42634496695496,7.665106105804443,0.13396008079871535
157,-130.08240893944853,7.107036018371582,0.06018075384199619
158,-130.70756656667885,7.496984481811523,0.2965680383145809
159,-131.6445504291735,9.92569408416748,0.12371874116361141
160,-132.0434758477205,6.5127739906311035,0.11278178878128528
161,-131.64841100485552,7.981852245330811,0.16706110388040543
162,-128.86245029011042,6.276297378540039,0.11478642215952277
163,-136.29170562760436,7.954841232299804,0.05932581052184105
