Episode,Reward,Value_Loss,Policy_Loss,KL,Accepted
87,250.0,3543.418701171875,-1.8262862511164712e-07,0.002503318479284644,1
88,342.0,4507.98681640625,1.31409066739252e-07,0.0031928715761750937,1
89,300.0,4092.993408203125,3.4173329055420254e-08,0.0029243871103972197,1
90,141.0,1825.73486328125,-4.692280697327078e-08,0.002898372709751129,1
91,500.0,5508.81494140625,-3.1709671333146616e-08,0.0037508036475628614,1
92,500.0,5498.900390625,-9.822845470353059e-08,0.0038971288595348597,1
93,500.0,5480.16796875,-5.841255301675119e-08,0.004208125174045563,1
94,500.0,5462.30419921875,-4.0292739811320644e-08,0.0042026531882584095,1
95,500.0,5451.07861328125,4.293918607345404e-07,0.0037178057245910168,1
96,39.0,140.9839324951172,1.528324244937096e-09,0.0041948482394218445,1
97,347.0,4433.0390625,4.397345421125465e-08,0.003665116848424077,1
98,210.0,2869.56005859375,-5.108969691747234e-09,0.004152227658778429,1
99,399.0,4800.45068359375,-8.963104702885971e-10,0.004313116427510977,1
100,269.0,3617.5380859375,4.431572264707029e-08,0.0030477296095341444,1
101,274.0,3660.97265625,8.09230940035377e-08,0.004705815576016903,1
102,500.0,5345.28369140625,3.218650945768786e-08,0.004024135414510965,1
103,500.0,5337.8876953125,-1.7857551881661493e-07,0.0038784570060670376,1
104,328.0,4177.1376953125,1.6245900269495905e-07,0.003994452301412821,1
105,500.0,5304.50537109375,2.036094599588978e-07,0.0037502706982195377,1
106,500.0,5289.2412109375,-2.5582312446204014e-07,0.003706354182213545,1
107,500.0,5275.45166015625,-3.8433074678323464e-07,0.00399561645463109,1
108,109.0,1132.7127685546875,3.718454877343902e-08,0.003331775777041912,1
109,500.0,5248.7509765625,-3.5762786065873797e-09,0.0024365296121686697,1
110,500.0,5236.76806640625,-5.10215762972166e-08,0.0031185117550194263,1
111,418.0,4775.05615234375,1.7909911775859655e-07,0.002370837377384305,1
112,500.0,5209.70751953125,3.457069297496673e-08,0.004291781224310398,1
113,272.0,3509.7021484375,6.442560618324933e-08,0.0042014517821371555,1
114,12.0,44.44572067260742,-3.973643103449831e-08,0.0036020278930664062,1
115,500.0,5174.52099609375,-1.010894763453507e-07,0.0033877864480018616,1
116,500.0,5158.98388671875,2.241134566816072e-08,0.0037983895745128393,1
117,15.0,38.52668380737305,-5.4637592228345966e-09,0.0029017003253102303,1
118,32.0,67.28042602539062,2.9802322387695312e-08,0.003940892405807972,1
119,290.0,3648.591064453125,-7.029237281130918e-08,0.0031814277172088623,1
120,244.0,3129.869873046875,1.7637111682233808e-07,0.003129590768367052,1
121,408.0,4613.25146484375,-1.46674167922356e-07,0.004146721214056015,1
122,51.0,221.76734924316406,-3.506155721311188e-08,0.0038075936026871204,1
123,278.0,3499.290771484375,-1.5737342096144857e-07,0.003401803784072399,1
124,265.0,3341.4775390625,-9.446774029697735e-09,0.003840798744931817,1
125,292.0,3622.7021484375,-4.000859732400386e-08,0.002618452301248908,1
126,364.0,4254.4462890625,9.137195888797578e-08,0.0027044015005230904,1
127,321.0,3889.13623046875,-7.7987385438405e-09,0.004074268974363804,1
128,292.0,3606.501220703125,1.877954503015644e-08,0.004171221517026424,1
129,347.0,4090.81689453125,1.0031444475089302e-07,0.004378246609121561,1
130,274.0,3391.298828125,7.439703608724813e-08,0.003864950966089964,1
131,35.0,80.48394775390625,2.3841858265427618e-08,0.0023263157345354557,1
132,408.0,4505.05810546875,9.232876152509562e-08,0.0032971370965242386,1
133,291.0,3549.8173828125,1.0691967133880098e-07,0.003315624548122287,1
134,500.0,4980.986328125,-7.295608384083607e-08,0.0024425149895250797,1
135,242.0,2990.601318359375,8.866806666674165e-08,0.004200400318950415,1
136,500.0,4964.11328125,-1.3375282037486613e-07,0.0041261883452534676,1
137,500.0,4951.564453125,-1.7881394143159923e-08,0.004547348711639643,1
138,251.0,3078.12841796875,4.0844618354185513e-08,0.004042127635329962,1
139,500.0,4933.4033203125,-6.794929419129403e-08,0.0036524785682559013,1
140,209.0,2527.74072265625,1.8765481968330278e-07,0.0037369169294834137,1
141,500.0,4912.93359375,2.5224684918612184e-07,0.0024751389864832163,1
142,361.0,4083.345458984375,1.6775157973825117e-07,0.003184016328305006,1
143,399.0,4342.9130859375,-1.1861175153171644e-07,0.0028480596374720335,1
144,407.0,4384.7763671875,1.180376969500685e-07,0.0033877079840749502,1
145,327.0,3781.564208984375,-1.4582175822397403e-07,0.004425124265253544,1
146,500.0,4858.0234375,2.303123523006434e-07,0.0030995376873761415,1
147,500.0,4848.64404296875,-1.5020370724982968e-08,0.004667793866246939,1
148,338.0,3845.271484375,3.98539938828435e-08,0.003777094418182969,1
149,500.0,4824.60546875,1.0633468860987705e-07,0.003982262685894966,1
150,355.0,3962.381103515625,7.118977407571947e-08,0.0036955242976546288,1
151,12.0,86.14270782470703,9.934107225717526e-08,0.0029930053278803825,1
152,181.0,2049.01220703125,-1.3172297030905611e-08,0.0020546684972941875,1
153,185.0,2099.615478515625,-1.8042487681668717e-07,0.003895436180755496,1
154,182.0,2053.24267578125,-1.0872935263250838e-07,0.00342384772375226,1
155,187.0,2118.066162109375,7.13980767841349e-08,0.0036744019016623497,1
156,204.0,2347.562255859375,-9.34974835331559e-08,0.003360067494213581,1
157,174.0,1920.535888671875,3.021338841335819e-07,0.003779144026339054,1
158,267.0,3096.05908203125,-1.785906889040234e-08,0.0039577968418598175,1
159,170.0,1851.5614013671875,-7.012311442622376e-08,0.004168309736996889,1
160,186.0,2077.732177734375,4.230006922512075e-08,0.0029694335535168648,1
161,190.0,2127.4697265625,-1.0603352507132513e-07,0.003287667641416192,1
162,189.0,2111.11279296875,-9.145686163947175e-08,0.004710759036242962,1
163,199.0,2240.623779296875,-5.151758131205497e-08,0.0031793361995369196,1
164,197.0,2208.927978515625,1.270758964722063e-08,0.004158042836934328,1
165,183.0,2010.6685791015625,1.4526597169606248e-07,0.0040119849145412445,1
166,182.0,1993.135009765625,-2.9474824358999285e-08,0.003989159595221281,1
167,200.0,2235.157470703125,-8.285045538514169e-08,0.0036402582190930843,1
168,187.0,2050.825439453125,1.21121743745789e-07,0.002685237443074584,1
169,197.0,2183.748779296875,-4.5989370534016416e-08,0.004383225925266743,1
170,212.0,2375.40185546875,-1.012154342561189e-07,0.0037008877843618393,1
171,266.0,3004.815673828125,-1.6716190032184386e-07,0.0025296304374933243,1
172,376.0,3948.39501953125,2.2827311596529398e-08,0.004210060462355614,1
173,198.0,2178.79345703125,7.766665532926709e-08,0.0033867843449115753,1
174,196.0,2148.17822265625,9.183980864690966e-08,0.004679316654801369,1
175,332.0,3596.072265625,-1.7665955454049254e-07,0.0041048661805689335,1
176,500.0,4595.71923828125,-2.884864791496966e-08,0.0029695150442421436,1
177,358.0,3784.699951171875,2.8736764079440036e-07,0.003041643649339676,1
178,500.0,4579.5126953125,6.1988831845383174e-09,0.004193718079477549,1
179,500.0,4570.97705078125,4.410743770222325e-08,0.0030149088706821203,1
180,500.0,4561.00341796875,3.5762788286319847e-08,0.003321070224046707,1
181,500.0,4551.9453125,-1.1229514740307422e-07,0.00270967953838408,1
182,500.0,4543.8232421875,6.937980856491777e-08,0.004114584997296333,1
183,500.0,4534.32958984375,-3.8862228990410586e-08,0.0032668043859302998,1
184,500.0,4522.7119140625,1.995563536638656e-07,0.0030947651248425245,1
185,500.0,4513.91015625,-4.315376145314076e-08,0.0028495274018496275,1
186,500.0,4502.73046875,-8.36849238794457e-08,0.004250693134963512,1
187,453.0,4275.5908203125,-1.2105137336959615e-08,0.004601635504513979,1
188,500.0,4483.35009765625,5.269050618039728e-08,0.004283084999769926,1
189,14.0,126.10820770263672,1.277242400732348e-08,0.003301884513348341,1
190,500.0,4465.85595703125,-2.6941298969518357e-08,0.0038851313292980194,1
191,500.0,4455.5498046875,7.772445798082117e-08,0.004225804936140776,1
192,14.0,130.1315155029297,-2.575772271029564e-07,0.0034038282465189695,1
193,500.0,4438.869140625,-2.4127959363795526e-07,0.002866719849407673,1
194,500.0,4431.720703125,-6.365775817585018e-08,0.00396191468462348,1
195,500.0,4424.36181640625,5.912780665084938e-08,0.0026110720355063677,1
196,500.0,4414.03759765625,-1.1920928955078125e-07,0.002113961847499013,1
197,11.0,165.94444274902344,1.6255812695931127e-08,0.003386871423572302,1
198,500.0,4397.58203125,-7.772445798082117e-08,0.0034975989256054163,1
199,500.0,4389.4638671875,3.743171816950053e-08,0.004065350629389286,1
200,500.0,4382.513671875,-4.625320570994518e-08,0.0034608335699886084,1
