reward,length,timestamp
-1655.827,200,1757495119.073339
-1691.0493,200,1757495122.3639662
-1573.2019,200,1757495125.6364982
-1362.755,200,1757495128.91169
-1661.0865,200,1757495132.5382354
-1701.1757,200,1757495136.2056308
-1515.6069,200,1757495139.8835433
-1488.1677,200,1757495143.5605502
-1315.7223,200,1757495146.4628725
-1360.9125,200,1757495149.1947868
-1171.1527,200,1757495151.859327
-1045.7463,200,1757495154.5265052
-1024.6199,200,1757495157.3740113
-694.0364,200,1757495160.1958282
-913.69403,200,1757495163.680502
-1053.59,200,1757495166.406395
-645.32684,200,1757495169.1302648
-130.30493,200,1757495172.0853307
-927.22375,200,1757495174.8243709
-263.23965,200,1757495177.5811334
-130.3036,200,1757495180.9856997
-130.43675,200,1757495183.7211971
-126.63926,200,1757495186.41034
-263.05145,200,1757495189.0827594
-124.1411,200,1757495191.8022099
-255.54857,200,1757495194.5205822
-123.76145,200,1757495197.300315
-3.0451407,200,1757495200.0570667
-118.93045,200,1757495202.802799
-126.57789,200,1757495205.4763715
-248.40489,200,1757495208.8716068
-123.56026,200,1757495211.9086413
-126.33252,200,1757495214.6016674
-123.918686,200,1757495217.3326592
-124.65033,200,1757495220.0289974
-3.0956805,200,1757495222.9234426
-2.0089042,200,1757495226.532829
-125.07635,200,1757495229.694127
-244.09163,200,1757495232.3477738
-119.446144,200,1757495235.0306222
-2.0940769,200,1757495237.7728426
-129.97806,200,1757495241.3194304
-119.182945,200,1757495244.604382
-242.55812,200,1757495247.3701415
-226.97131,200,1757495250.0580053
-329.73383,200,1757495253.6385524
-225.17635,200,1757495257.1182256
-250.62843,200,1757495259.7757003
-232.78308,200,1757495262.414138
-1.4819809,200,1757495265.985338
-114.944115,200,1757495269.6150239
-119.555954,200,1757495272.2690964
-2.0888314,200,1757495275.2632687
-314.4929,200,1757495278.3995194
-128.86427,200,1757495281.3599458
-121.70845,200,1757495284.6223555
-117.60153,200,1757495287.4494853
-266.04272,200,1757495291.0318167
-127.02988,200,1757495294.6254587
-122.717606,200,1757495297.7413695
-238.95738,200,1757495300.9678872
-117.940895,200,1757495303.7001672
-240.99504,200,1757495306.658381
-233.67404,200,1757495309.3757217
-126.127106,200,1757495312.060117
-117.34253,200,1757495314.7587636
-120.13636,200,1757495317.9618726
-116.98379,200,1757495320.65439
-248.19423,200,1757495323.5183163
-3.26818,200,1757495326.2239542
-247.78568,200,1757495328.9869838
-4.915046,200,1757495331.677876
-305.31122,200,1757495334.614896
-4.2215123,200,1757495337.2796752
-353.1072,200,1757495339.976415
-239.59721,200,1757495343.4092333
-121.37776,200,1757495346.5385802
-280.85263,200,1757495349.371885
-244.88844,200,1757495352.137071
-124.86342,200,1757495354.8004386
-1.555045,200,1757495357.4613364
-119.346695,200,1757495361.097263
-121.4482,200,1757495364.3484528
-231.98476,200,1757495367.2736287
-125.5365,200,1757495369.9759004
-120.74886,200,1757495372.665527
-229.91414,200,1757495375.36446
-121.00404,200,1757495378.1519551
-229.13747,200,1757495381.8032446
-240.08417,200,1757495385.469643
-243.03383,200,1757495388.8342762
-121.8071,200,1757495392.4578898
-128.96974,200,1757495396.1297815
-128.41008,200,1757495399.5766878
-117.53997,200,1757495402.8081706
-0.90876997,200,1757495406.0808618
-362.97964,200,1757495409.2815516
-338.64844,200,1757495412.3724208
-240.26465,200,1757495415.9888554
-122.37694,200,1757495419.5046268
-123.263115,200,1757495423.1134865
-126.25128,200,1757495426.7164586
-303.59335,200,1757495430.3316422
-1.0120652,200,1757495433.9401023
-116.45867,200,1757495437.5354598
-241.03139,200,1757495440.4725919
-232.48476,200,1757495443.1205518
-232.68483,200,1757495446.231647
-227.17393,200,1757495449.49532
-246.96916,200,1757495452.1770582
-226.11009,200,1757495454.8603778
-229.14954,200,1757495457.549056
-0.7212526,200,1757495460.3444548
-122.59106,200,1757495463.5454836
-119.427315,200,1757495466.4987385
-0.94898325,200,1757495469.7611628
-234.09886,200,1757495473.4565141
-120.62035,200,1757495476.622257
-0.8345051,200,1757495479.7570243
-124.108826,200,1757495483.281189
-117.018906,200,1757495486.4118817
-115.98823,200,1757495489.1923897
-121.22095,200,1757495491.9202082
-245.32463,200,1757495494.634917
-124.13786,200,1757495497.3557563
-352.70316,200,1757495500.463615
-0.78583854,200,1757495504.1739452
-243.2918,200,1757495507.8658793
-119.22315,200,1757495510.8169243
-117.989914,200,1757495513.892138
-118.431404,200,1757495517.7713268
-122.951515,200,1757495521.0511312
-0.93283266,200,1757495523.6672568
-124.40228,200,1757495526.2608755
-116.578926,200,1757495528.938399
-244.71468,200,1757495531.9011736
-113.161606,200,1757495534.654659
-120.85671,200,1757495537.3949177
-223.77933,200,1757495540.4320579
-0.70404315,200,1757495543.1062603
-234.28104,200,1757495545.80285
-231.23111,200,1757495548.4820807
-121.92771,200,1757495551.2316062
-2.3468952,200,1757495553.9330602
-123.82933,200,1757495556.677991
-1.3329835,200,1757495559.4033186
-127.938416,200,1757495562.3101592
-250.0595,200,1757495565.3067489
-119.76859,200,1757495568.1514022
-232.32628,200,1757495570.936594
-247.3748,200,1757495573.6370583
-126.17582,200,1757495576.902953
-1.6145264,200,1757495579.5999079
-347.69604,200,1757495583.2180882
-116.88358,200,1757495586.8578088
-117.3065,200,1757495590.3559377
-3.52064,200,1757495593.054682
-119.5592,200,1757495595.7185225
-121.369545,200,1757495598.4693308
-3.4077678,200,1757495601.8878028
-246.05772,200,1757495605.5563498
-122.039825,200,1757495608.3670819
-119.32775,200,1757495611.072559
-124.15408,200,1757495613.9375818
-245.43298,200,1757495617.1011794
-0.65579706,200,1757495619.8274424
-124.2432,200,1757495623.0813472
-116.41234,200,1757495626.7508245
-117.03102,200,1757495629.822263
-342.15308,200,1757495632.4813375
-118.92015,200,1757495635.127455
-128.49132,200,1757495638.744131
-117.53812,200,1757495641.8534603
-131.2876,200,1757495645.156494
-241.88104,200,1757495648.780611
-125.10688,200,1757495651.726629
-238.58705,200,1757495654.4285252
-117.46328,200,1757495657.033373
-122.14771,200,1757495660.2425413
-116.29255,200,1757495663.0584893
-0.8897325,200,1757495665.753005
-222.0922,200,1757495668.4418674
-2.7379482,200,1757495671.2877982
-305.29938,200,1757495674.173269
-1.8285478,200,1757495677.800326
-120.00969,200,1757495680.6909966
-123.303444,200,1757495683.8711784
-231.54817,200,1757495687.6806338
-0.69844645,200,1757495691.285118
-229.04607,200,1757495694.924558
-246.97668,200,1757495698.4054172
-238.51831,200,1757495701.420437
-125.80335,200,1757495704.7111492
-115.739494,200,1757495707.6254113
-115.796524,200,1757495710.6374323
-119.25986,200,1757495713.3543203
-120.214294,200,1757495716.8647418
-119.992065,200,1757495720.4746914
-125.95848,200,1757495724.138189
-121.172714,200,1757495727.228949
