reward,length,timestamp,algo,env,reward_smooth
137.0,137,1757493573.266291,A2C,CartPole-v1,162.1
165.0,165,1757493573.433333,A2C,CartPole-v1,163.0
156.0,156,1757493573.590102,A2C,CartPole-v1,163.7
237.0,237,1757493573.824303,A2C,CartPole-v1,170.8
186.0,186,1757493574.0088816,A2C,CartPole-v1,175.0
246.0,246,1757493574.2535155,A2C,CartPole-v1,183.5
227.0,227,1757493574.485471,A2C,CartPole-v1,188.6
192.0,192,1757493574.6936831,A2C,CartPole-v1,190.6
206.0,206,1757493574.897989,A2C,CartPole-v1,193.0
286.0,286,1757493575.1895332,A2C,CartPole-v1,203.8
183.0,183,1757493575.3710942,A2C,CartPole-v1,208.4
293.0,293,1757493575.6657789,A2C,CartPole-v1,221.2
236.0,236,1757493575.8941216,A2C,CartPole-v1,229.2
167.0,167,1757493576.0591507,A2C,CartPole-v1,222.2
196.0,196,1757493576.2507937,A2C,CartPole-v1,223.2
167.0,167,1757493576.4147334,A2C,CartPole-v1,215.3
164.0,164,1757493576.576818,A2C,CartPole-v1,209.0
154.0,154,1757493576.7274466,A2C,CartPole-v1,205.2
137.0,137,1757493576.854368,A2C,CartPole-v1,198.3
182.0,182,1757493577.0252223,A2C,CartPole-v1,187.9
179.0,179,1757493577.2043717,A2C,CartPole-v1,187.5
204.0,204,1757493577.4067948,A2C,CartPole-v1,178.6
219.0,219,1757493577.6235657,A2C,CartPole-v1,176.9
275.0,275,1757493577.88428,A2C,CartPole-v1,187.7
21.0,21,1757493578.089862,PPO,CartPole-v1,21.0
13.0,13,1757493578.0954146,PPO,CartPole-v1,17.0
12.0,12,1757493578.100288,PPO,CartPole-v1,15.333333333333334
24.0,24,1757493578.1125717,PPO,CartPole-v1,17.5
20.0,20,1757493578.1208708,PPO,CartPole-v1,18.0
15.0,15,1757493578.1266873,PPO,CartPole-v1,17.5
9.0,9,1757493578.1301255,PPO,CartPole-v1,16.285714285714285
19.0,19,1757493578.1375942,PPO,CartPole-v1,16.625
68.0,68,1757493578.1645455,PPO,CartPole-v1,22.333333333333332
18.0,18,1757493578.1719818,PPO,CartPole-v1,21.9
41.0,41,1757493578.1878066,PPO,CartPole-v1,23.9
17.0,17,1757493578.195362,PPO,CartPole-v1,24.3
14.0,14,1757493578.2006714,PPO,CartPole-v1,24.5
17.0,17,1757493578.207245,PPO,CartPole-v1,23.8
17.0,17,1757493578.213157,PPO,CartPole-v1,23.5
15.0,15,1757493578.2190208,PPO,CartPole-v1,23.5
14.0,14,1757493578.2257836,PPO,CartPole-v1,24.0
17.0,17,1757493578.2327569,PPO,CartPole-v1,23.8
27.0,27,1757493578.2453282,PPO,CartPole-v1,19.7
14.0,14,1757493578.250832,PPO,CartPole-v1,19.3
59.0,59,1757493578.2737951,PPO,CartPole-v1,21.1
17.0,17,1757493578.280313,PPO,CartPole-v1,21.1
12.0,12,1757493578.2851045,PPO,CartPole-v1,20.9
48.0,48,1757493578.3046644,PPO,CartPole-v1,24.0
31.0,31,1757493578.3156035,PPO,CartPole-v1,25.4
27.0,27,1757493578.3254223,PPO,CartPole-v1,26.6
17.0,17,1757493578.331885,PPO,CartPole-v1,26.9
16.0,16,1757493578.3382878,PPO,CartPole-v1,26.8
31.0,31,1757493578.3513188,PPO,CartPole-v1,27.2
20.0,20,1757493578.3615923,PPO,CartPole-v1,27.8
10.0,10,1757493578.3656125,PPO,CartPole-v1,22.9
9.0,9,1757493578.3691366,PPO,CartPole-v1,22.1
32.0,32,1757493578.3815355,PPO,CartPole-v1,24.1
12.0,12,1757493578.3859742,PPO,CartPole-v1,20.5
30.0,30,1757493578.398263,PPO,CartPole-v1,20.4
19.0,19,1757493578.4057813,PPO,CartPole-v1,19.6
17.0,17,1757493578.4134724,PPO,CartPole-v1,19.6
11.0,11,1757493578.4178038,PPO,CartPole-v1,19.1
15.0,15,1757493578.423851,PPO,CartPole-v1,17.5
12.0,12,1757493578.4287148,PPO,CartPole-v1,16.7
21.0,21,1757493578.4387023,PPO,CartPole-v1,17.8
40.0,40,1757493578.4623296,PPO,CartPole-v1,20.9
28.0,28,1757493578.473569,PPO,CartPole-v1,20.5
19.0,19,1757493578.4810064,PPO,CartPole-v1,21.2
15.0,15,1757493578.4871545,PPO,CartPole-v1,19.7
21.0,21,1757493578.4949431,PPO,CartPole-v1,19.9
17.0,17,1757493578.5012395,PPO,CartPole-v1,19.9
37.0,37,1757493578.514758,PPO,CartPole-v1,22.5
14.0,14,1757493578.5198257,PPO,CartPole-v1,22.4
16.0,16,1757493578.5274873,PPO,CartPole-v1,22.8
18.0,18,1757493578.535594,PPO,CartPole-v1,22.5
51.0,51,1757493578.5557158,PPO,CartPole-v1,23.6
39.0,39,1757493578.5730374,PPO,CartPole-v1,24.7
21.0,21,1757493578.5807445,PPO,CartPole-v1,24.9
22.0,22,1757493578.5885394,PPO,CartPole-v1,25.6
46.0,46,1757493578.6057525,PPO,CartPole-v1,28.1
28.0,28,1757493578.6174028,PPO,CartPole-v1,29.2
24.0,24,1757493578.6270256,PPO,CartPole-v1,27.9
24.0,24,1757493578.6359267,PPO,CartPole-v1,28.9
23.0,23,1757493578.6443932,PPO,CartPole-v1,29.6
20.0,20,1757493578.6515017,PPO,CartPole-v1,29.8
37.0,37,1757493578.666124,PPO,CartPole-v1,28.4
11.0,11,1757493578.6705933,PPO,CartPole-v1,25.6
13.0,13,1757493578.675536,PPO,CartPole-v1,24.8
11.0,11,1757493578.6795356,PPO,CartPole-v1,23.7
18.0,18,1757493578.6862888,PPO,CartPole-v1,20.9
12.0,12,1757493578.6919627,PPO,CartPole-v1,19.3
16.0,16,1757493578.698794,PPO,CartPole-v1,18.5
34.0,34,1757493578.71142,PPO,CartPole-v1,19.5
11.0,11,1757493578.7157097,PPO,CartPole-v1,18.3
20.0,20,1757493578.7261183,PPO,CartPole-v1,18.3
37.0,37,1757493578.7414734,PPO,CartPole-v1,18.3
48.0,48,1757493578.760419,PPO,CartPole-v1,22.0
27.0,27,1757493578.771015,PPO,CartPole-v1,23.4
23.0,23,1757493578.780398,PPO,CartPole-v1,24.6
29.0,29,1757493578.7915869,PPO,CartPole-v1,25.7
15.0,15,1757493578.7975516,PPO,CartPole-v1,26.0
24.0,24,1757493578.8077643,PPO,CartPole-v1,26.8
29.0,29,1757493578.8183858,PPO,CartPole-v1,26.3
23.0,23,1757493578.8280735,PPO,CartPole-v1,27.5
15.0,15,1757493578.8337312,PPO,CartPole-v1,27.0
47.0,47,1757493578.851295,PPO,CartPole-v1,28.0
15.0,15,1757493578.8570435,PPO,CartPole-v1,24.7
15.0,15,1757493578.863045,PPO,CartPole-v1,23.5
23.0,23,1757493578.8711317,PPO,CartPole-v1,23.5
32.0,32,1757493578.885207,PPO,CartPole-v1,23.8
12.0,12,1757493578.8905592,PPO,CartPole-v1,23.5
29.0,29,1757493578.9021306,PPO,CartPole-v1,24.0
27.0,27,1757493580.4767957,PPO,CartPole-v1,23.8
40.0,40,1757493580.4923108,PPO,CartPole-v1,25.5
16.0,16,1757493580.4989784,PPO,CartPole-v1,25.6
29.0,29,1757493580.509763,PPO,CartPole-v1,23.8
13.0,13,1757493580.5146875,PPO,CartPole-v1,23.6
53.0,53,1757493580.5348518,PPO,CartPole-v1,27.4
45.0,45,1757493580.554379,PPO,CartPole-v1,29.6
26.0,26,1757493580.5650704,PPO,CartPole-v1,29.0
20.0,20,1757493580.5733082,PPO,CartPole-v1,29.8
24.0,24,1757493580.5833335,PPO,CartPole-v1,29.3
18.0,18,1757493580.591034,PPO,CartPole-v1,28.4
54.0,54,1757493580.6120782,PPO,CartPole-v1,29.8
16.0,16,1757493580.6184306,PPO,CartPole-v1,29.8
36.0,36,1757493580.6330943,PPO,CartPole-v1,30.5
10.0,10,1757493580.636948,PPO,CartPole-v1,30.2
21.0,21,1757493580.6454732,PPO,CartPole-v1,27.0
64.0,64,1757493580.6719494,PPO,CartPole-v1,28.9
117.0,117,1757493580.717222,PPO,CartPole-v1,38.0
19.0,19,1757493580.7251606,PPO,CartPole-v1,37.9
24.0,24,1757493580.7346797,PPO,CartPole-v1,37.9
30.0,30,1757493580.746358,PPO,CartPole-v1,39.1
14.0,14,1757493580.7523282,PPO,CartPole-v1,35.1
28.0,28,1757493580.7645037,PPO,CartPole-v1,36.3
29.0,29,1757493580.7763443,PPO,CartPole-v1,35.6
16.0,16,1757493580.7827337,PPO,CartPole-v1,36.2
20.0,20,1757493580.790038,PPO,CartPole-v1,36.1
13.0,13,1757493580.7950685,PPO,CartPole-v1,31.0
12.0,12,1757493580.7994957,PPO,CartPole-v1,20.5
19.0,19,1757493580.8069282,PPO,CartPole-v1,20.5
23.0,23,1757493580.8158996,PPO,CartPole-v1,20.4
44.0,44,1757493580.833754,PPO,CartPole-v1,21.8
33.0,33,1757493580.848442,PPO,CartPole-v1,23.7
25.0,25,1757493580.8582325,PPO,CartPole-v1,23.4
12.0,12,1757493580.8633285,PPO,CartPole-v1,21.7
66.0,66,1757493580.8910022,PPO,CartPole-v1,26.7
33.0,33,1757493580.904629,PPO,CartPole-v1,28.0
31.0,31,1757493580.9160612,PPO,CartPole-v1,29.8
19.0,19,1757493580.9233863,PPO,CartPole-v1,30.5
59.0,59,1757493580.9484196,PPO,CartPole-v1,34.5
22.0,22,1757493580.9565444,PPO,CartPole-v1,34.4
16.0,16,1757493580.9623623,PPO,CartPole-v1,31.6
40.0,40,1757493580.9795492,PPO,CartPole-v1,32.3
16.0,16,1757493580.986484,PPO,CartPole-v1,31.4
22.0,22,1757493580.9947472,PPO,CartPole-v1,32.4
27.0,27,1757493581.005129,PPO,CartPole-v1,28.5
28.0,28,1757493581.0157337,PPO,CartPole-v1,28.0
33.0,33,1757493581.0288334,PPO,CartPole-v1,28.2
17.0,17,1757493581.0353787,PPO,CartPole-v1,28.0
13.0,13,1757493581.0406158,PPO,CartPole-v1,23.4
42.0,42,1757493581.0591342,PPO,CartPole-v1,25.4
27.0,27,1757493581.0715382,PPO,CartPole-v1,26.5
27.0,27,1757493581.0816598,PPO,CartPole-v1,25.2
26.0,26,1757493581.091468,PPO,CartPole-v1,26.2
42.0,42,1757493581.1080365,PPO,CartPole-v1,28.2
28.0,28,1757493581.1184611,PPO,CartPole-v1,28.3
26.0,26,1757493581.128835,PPO,CartPole-v1,28.1
11.0,11,1757493581.133467,PPO,CartPole-v1,25.9
16.0,16,1757493581.1407976,PPO,CartPole-v1,25.8
32.0,32,1757493581.154305,PPO,CartPole-v1,27.7
14.0,14,1757493581.1599114,PPO,CartPole-v1,24.9
13.0,13,1757493581.1656802,PPO,CartPole-v1,23.5
41.0,41,1757493581.1817772,PPO,CartPole-v1,24.9
42.0,42,1757493581.197991,PPO,CartPole-v1,26.5
35.0,35,1757493581.2119122,PPO,CartPole-v1,25.8
25.0,25,1757493581.2230034,PPO,CartPole-v1,25.5
19.0,19,1757493581.230657,PPO,CartPole-v1,24.8
11.0,11,1757493581.2358642,PPO,CartPole-v1,24.8
31.0,31,1757493581.2469747,PPO,CartPole-v1,26.3
76.0,76,1757493581.2759602,PPO,CartPole-v1,30.7
36.0,36,1757493581.2899847,PPO,CartPole-v1,32.9
44.0,44,1757493582.7270825,PPO,CartPole-v1,36.0
85.0,85,1757493582.7589784,PPO,CartPole-v1,40.4
25.0,25,1757493582.768268,PPO,CartPole-v1,38.7
67.0,67,1757493582.7950876,PPO,CartPole-v1,41.9
38.0,38,1757493582.8098292,PPO,CartPole-v1,43.2
19.0,19,1757493582.816506,PPO,CartPole-v1,43.2
75.0,75,1757493582.846349,PPO,CartPole-v1,49.6
63.0,63,1757493582.8718095,PPO,CartPole-v1,52.8
13.0,13,1757493582.87673,PPO,CartPole-v1,46.5
25.0,25,1757493582.8857024,PPO,CartPole-v1,45.4
18.0,18,1757493582.892073,PPO,CartPole-v1,42.8
23.0,23,1757493582.9010537,PPO,CartPole-v1,36.6
72.0,72,1757493582.9290977,PPO,CartPole-v1,41.3
22.0,22,1757493582.9374917,PPO,CartPole-v1,36.8
19.0,19,1757493582.9448514,PPO,CartPole-v1,34.9
15.0,15,1757493582.9513483,PPO,CartPole-v1,34.5
21.0,21,1757493582.959398,PPO,CartPole-v1,29.1
55.0,55,1757493582.9796562,PPO,CartPole-v1,28.3
17.0,17,1757493582.985746,PPO,CartPole-v1,28.7
45.0,45,1757493583.0031364,PPO,CartPole-v1,30.7
20.0,20,1757493583.011225,PPO,CartPole-v1,30.9
50.0,50,1757493583.0292163,PPO,CartPole-v1,33.6
17.0,17,1757493583.035467,PPO,CartPole-v1,28.1
39.0,39,1757493583.0500894,PPO,CartPole-v1,29.8
36.0,36,1757493583.064059,PPO,CartPole-v1,31.5
54.0,54,1757493583.084981,PPO,CartPole-v1,35.4
15.0,15,1757493583.090479,PPO,CartPole-v1,34.8
137.0,137,1757493583.145356,PPO,CartPole-v1,43.0
144.0,144,1757493583.2014208,PPO,CartPole-v1,55.7
69.0,69,1757493583.2299736,PPO,CartPole-v1,58.1
39.0,39,1757493583.244345,PPO,CartPole-v1,60.0
29.0,29,1757493583.2575808,PPO,CartPole-v1,57.9
9.0,9,1757493583.2606175,PPO,CartPole-v1,57.1
37.0,37,1757493583.2751648,PPO,CartPole-v1,56.9
115.0,115,1757493583.318916,PPO,CartPole-v1,64.8
19.0,19,1757493583.3258903,PPO,CartPole-v1,61.3
65.0,65,1757493583.352263,PPO,CartPole-v1,66.3
44.0,44,1757493583.3722692,PPO,CartPole-v1,57.0
27.0,27,1757493583.3826015,PPO,CartPole-v1,45.3
41.0,41,1757493583.3995824,PPO,CartPole-v1,42.5
38.0,38,1757493583.414008,PPO,CartPole-v1,42.4
20.0,20,1757493583.421392,PPO,CartPole-v1,41.5
10.0,10,1757493583.425723,PPO,CartPole-v1,41.6
69.0,69,1757493583.4544473,PPO,CartPole-v1,44.8
38.0,38,1757493583.4688673,PPO,CartPole-v1,37.1
50.0,50,1757493583.4886756,PPO,CartPole-v1,40.2
71.0,71,1757493583.516198,PPO,CartPole-v1,40.8
103.0,103,1757493584.978843,PPO,CartPole-v1,46.7
61.0,61,1757493585.0059664,PPO,CartPole-v1,50.1
42.0,42,1757493585.0214756,PPO,CartPole-v1,50.2
133.0,133,1757493585.0744324,PPO,CartPole-v1,59.7
67.0,67,1757493585.102209,PPO,CartPole-v1,64.4
66.0,66,1757493585.1271193,PPO,CartPole-v1,70.0
200.0,200,1757493585.2071035,PPO,CartPole-v1,83.1
28.0,28,1757493585.2176433,PPO,CartPole-v1,82.1
123.0,123,1757493585.2632182,PPO,CartPole-v1,89.4
159.0,159,1757493585.3231866,PPO,CartPole-v1,98.2
111.0,111,1757493585.365077,PPO,CartPole-v1,99.0
93.0,93,1757493585.4029934,PPO,CartPole-v1,102.2
30.0,30,1757493585.414225,PPO,CartPole-v1,101.0
150.0,150,1757493585.4764545,PPO,CartPole-v1,102.7
52.0,52,1757493585.4966457,PPO,CartPole-v1,101.2
46.0,46,1757493585.5144205,PPO,CartPole-v1,99.2
80.0,80,1757493585.5441391,PPO,CartPole-v1,87.2
81.0,81,1757493585.5771277,PPO,CartPole-v1,92.5
52.0,52,1757493585.5964656,PPO,CartPole-v1,85.4
38.0,38,1757493585.6115654,PPO,CartPole-v1,73.3
31.0,31,1757493585.623911,PPO,CartPole-v1,65.3
109.0,109,1757493585.667492,PPO,CartPole-v1,66.9
114.0,114,1757493585.709328,PPO,CartPole-v1,75.3
23.0,23,1757493585.7195678,PPO,CartPole-v1,62.6
30.0,30,1757493585.7318618,PPO,CartPole-v1,60.4
203.0,203,1757493587.2290263,PPO,CartPole-v1,76.1
80.0,80,1757493587.2603986,PPO,CartPole-v1,76.1
55.0,55,1757493587.2826405,PPO,CartPole-v1,73.5
68.0,68,1757493587.3100665,PPO,CartPole-v1,75.1
54.0,54,1757493587.3309507,PPO,CartPole-v1,76.7
180.0,180,1757493587.4024534,PPO,CartPole-v1,91.6
124.0,124,1757493587.4515567,PPO,CartPole-v1,93.1
346.0,346,1757493587.587523,PPO,CartPole-v1,116.3
73.0,73,1757493587.6160178,PPO,CartPole-v1,121.3
27.0,27,1757493587.625812,PPO,CartPole-v1,121.0
116.0,116,1757493587.670117,PPO,CartPole-v1,112.3
157.0,157,1757493587.732925,PPO,CartPole-v1,120.0
195.0,195,1757493587.809626,PPO,CartPole-v1,134.0
51.0,51,1757493587.8287814,PPO,CartPole-v1,132.3
225.0,225,1757493587.9174738,PPO,CartPole-v1,149.4
36.0,36,1757493587.9312265,PPO,CartPole-v1,135.0
96.0,96,1757493589.4203591,PPO,CartPole-v1,132.2
129.0,129,1757493589.472829,PPO,CartPole-v1,110.5
233.0,233,1757493589.5658104,PPO,CartPole-v1,126.5
305.0,305,1757493589.6955287,PPO,CartPole-v1,154.3
97.0,97,1757493589.739488,PPO,CartPole-v1,152.4
111.0,111,1757493589.7953198,PPO,CartPole-v1,147.8
142.0,142,1757493589.8957715,PPO,CartPole-v1,142.5
185.0,185,1757493589.9887471,PPO,CartPole-v1,155.9
294.0,294,1757493590.119638,PPO,CartPole-v1,162.8
324.0,324,1757493590.2943523,PPO,CartPole-v1,191.6
203.0,203,1757493590.40283,PPO,CartPole-v1,202.3
280.0,280,1757493592.06557,PPO,CartPole-v1,217.4
162.0,162,1757493592.1319897,PPO,CartPole-v1,210.3
240.0,240,1757493592.2317848,PPO,CartPole-v1,203.8
230.0,230,1757493592.3264513,PPO,CartPole-v1,217.1
294.0,294,1757493592.4511805,PPO,CartPole-v1,235.4
307.0,307,1757493592.5806932,PPO,CartPole-v1,251.9
245.0,245,1757493592.6772735,PPO,CartPole-v1,257.9
283.0,283,1757493592.7947743,PPO,CartPole-v1,256.8
500.0,500,1757493594.4936612,PPO,CartPole-v1,274.4
500.0,500,1757493594.690522,PPO,CartPole-v1,304.1
500.0,500,1757493594.8886068,PPO,CartPole-v1,326.1
500.0,500,1757493595.0893934,PPO,CartPole-v1,359.9
201.0,201,1757493596.2442987,PPO,CartPole-v1,356.0
485.0,485,1757493596.438425,PPO,CartPole-v1,381.5
175.0,175,1757493596.5096877,PPO,CartPole-v1,369.6
285.0,285,1757493596.6176765,PPO,CartPole-v1,367.4
177.0,177,1757493596.6912825,PPO,CartPole-v1,360.6
500.0,500,1757493596.886,PPO,CartPole-v1,382.3
500.0,500,1757493598.100623,PPO,CartPole-v1,382.3
499.0,499,1757493598.3068876,PPO,CartPole-v1,382.2
179.0,179,1757493598.3761275,PPO,CartPole-v1,350.1
500.0,500,1757493598.570402,PPO,CartPole-v1,350.1
193.0,193,1757493598.648621,PPO,CartPole-v1,349.3
182.0,182,1757493598.7189558,PPO,CartPole-v1,319.0
343.0,343,1757493599.850145,PPO,CartPole-v1,335.8
68.0,68,1757493599.874697,PPO,CartPole-v1,314.1
500.0,500,1757493600.0726914,PPO,CartPole-v1,346.4
64.0,64,1757493600.0985897,PPO,CartPole-v1,302.8
500.0,500,1757493600.3054266,PPO,CartPole-v1,302.8
500.0,500,1757493600.510268,PPO,CartPole-v1,302.9
500.0,500,1757493601.742111,PPO,CartPole-v1,335.0
500.0,500,1757493601.9458709,PPO,CartPole-v1,335.0
452.0,452,1757493602.1388092,PPO,CartPole-v1,360.9
500.0,500,1757493602.348956,PPO,CartPole-v1,392.7
500.0,500,1757493603.6674843,PPO,CartPole-v1,408.4
500.0,500,1757493603.8708978,PPO,CartPole-v1,451.6
500.0,500,1757493604.0720494,PPO,CartPole-v1,451.6
500.0,500,1757493604.2705646,PPO,CartPole-v1,495.2
500.0,500,1757493604.467763,PPO,CartPole-v1,495.2
500.0,500,1757493605.7436624,PPO,CartPole-v1,495.2
500.0,500,1757493605.939896,PPO,CartPole-v1,495.2
500.0,500,1757493606.1305315,PPO,CartPole-v1,495.2
500.0,500,1757493606.3298528,PPO,CartPole-v1,500.0
500.0,500,1757493607.629151,PPO,CartPole-v1,500.0
500.0,500,1757493607.8313942,PPO,CartPole-v1,500.0
500.0,500,1757493608.0338123,PPO,CartPole-v1,500.0
500.0,500,1757493608.230394,PPO,CartPole-v1,500.0
500.0,500,1757493609.5718217,PPO,CartPole-v1,500.0
500.0,500,1757493609.7699857,PPO,CartPole-v1,500.0
500.0,500,1757493609.974816,PPO,CartPole-v1,500.0
500.0,500,1757493610.175429,PPO,CartPole-v1,500.0
500.0,500,1757493611.4915168,PPO,CartPole-v1,500.0
500.0,500,1757493611.6945832,PPO,CartPole-v1,500.0
500.0,500,1757493611.8914704,PPO,CartPole-v1,500.0
500.0,500,1757493612.093664,PPO,CartPole-v1,500.0
500.0,500,1757493613.4109097,PPO,CartPole-v1,500.0
500.0,500,1757493613.616444,PPO,CartPole-v1,500.0
500.0,500,1757493613.8261602,PPO,CartPole-v1,500.0
500.0,500,1757493614.0262322,PPO,CartPole-v1,500.0
500.0,500,1757493615.3138263,PPO,CartPole-v1,500.0
500.0,500,1757493615.521,PPO,CartPole-v1,500.0
500.0,500,1757493615.7213416,PPO,CartPole-v1,500.0
500.0,500,1757493615.9180365,PPO,CartPole-v1,500.0
500.0,500,1757493617.2104487,PPO,CartPole-v1,500.0
500.0,500,1757493617.4164374,PPO,CartPole-v1,500.0
500.0,500,1757493617.6136289,PPO,CartPole-v1,500.0
500.0,500,1757493617.8137536,PPO,CartPole-v1,500.0
500.0,500,1757493619.075106,PPO,CartPole-v1,500.0
500.0,500,1757493619.2799013,PPO,CartPole-v1,500.0
500.0,500,1757493619.475348,PPO,CartPole-v1,500.0
500.0,500,1757493619.6734946,PPO,CartPole-v1,500.0
500.0,500,1757493620.9368706,PPO,CartPole-v1,500.0
500.0,500,1757493621.1366994,PPO,CartPole-v1,500.0
500.0,500,1757493621.3306522,PPO,CartPole-v1,500.0
500.0,500,1757493621.5234826,PPO,CartPole-v1,500.0
500.0,500,1757493623.084004,PPO,CartPole-v1,500.0
500.0,500,1757493623.313877,PPO,CartPole-v1,500.0
500.0,500,1757493623.513063,PPO,CartPole-v1,500.0
500.0,500,1757493623.7073317,PPO,CartPole-v1,500.0
500.0,500,1757493625.3413038,PPO,CartPole-v1,500.0
500.0,500,1757493625.5394416,PPO,CartPole-v1,500.0
500.0,500,1757493625.737052,PPO,CartPole-v1,500.0
500.0,500,1757493625.9374895,PPO,CartPole-v1,500.0
500.0,500,1757493626.132264,PPO,CartPole-v1,500.0
500.0,500,1757493627.8063624,PPO,CartPole-v1,500.0
500.0,500,1757493628.0076191,PPO,CartPole-v1,500.0
500.0,500,1757493628.2076063,PPO,CartPole-v1,500.0
500.0,500,1757493628.4041958,PPO,CartPole-v1,500.0
-1826.9446,200,1757493631.5205822,DDPG,Pendulum-v1,-1826.9446
-1552.872,200,1757493634.5737443,DDPG,Pendulum-v1,-1689.9083
-1434.942,200,1757493637.6303158,DDPG,Pendulum-v1,-1604.9195333333334
-1371.3204,200,1757493640.7216954,DDPG,Pendulum-v1,-1546.51975
-1507.7277,200,1757493644.241258,DDPG,Pendulum-v1,-1538.76134
-1513.5123,200,1757493647.695321,DDPG,Pendulum-v1,-1534.5531666666666
-1480.5286,200,1757493651.1759834,DDPG,Pendulum-v1,-1526.8353714285715
-1513.2576,200,1757493654.7061894,DDPG,Pendulum-v1,-1525.13815
-1457.1104,200,1757493658.2032704,DDPG,Pendulum-v1,-1517.579511111111
-1503.0393,200,1757493661.6921215,DDPG,Pendulum-v1,-1516.12549
-1467.5026,200,1757493665.2044234,DDPG,Pendulum-v1,-1480.18129
-1397.4777,200,1757493668.7279668,DDPG,Pendulum-v1,-1464.6418600000002
-1505.0112,200,1757493672.2374618,DDPG,Pendulum-v1,-1471.64878
-1444.6887,200,1757493675.7940326,DDPG,Pendulum-v1,-1478.9856100000002
-1416.7726,200,1757493679.3220215,DDPG,Pendulum-v1,-1469.8901
-1432.0258,200,1757493682.8601234,DDPG,Pendulum-v1,-1461.74145
-1256.3345,200,1757493686.399016,DDPG,Pendulum-v1,-1439.3220399999998
-1293.3729,200,1757493689.9025142,DDPG,Pendulum-v1,-1417.33357
-1491.7017,200,1757493693.4419005,DDPG,Pendulum-v1,-1420.7927
-1178.0948,200,1757493696.9739106,DDPG,Pendulum-v1,-1388.29825
-995.86475,200,1757493700.59002,DDPG,Pendulum-v1,-1341.134465
-901.12054,200,1757493704.131992,DDPG,Pendulum-v1,-1291.4987489999999
-1070.8988,200,1757493707.6796532,DDPG,Pendulum-v1,-1248.087509
-1547.3397,200,1757493711.2118566,DDPG,Pendulum-v1,-1258.352609
-1442.1365,200,1757493714.8247197,DDPG,Pendulum-v1,-1260.888999
-1365.6665,200,1757493718.4304426,DDPG,Pendulum-v1,-1254.2530689999999
-1408.5934,200,1757493722.0286772,DDPG,Pendulum-v1,-1269.478959
-1220.0747,200,1757493725.615698,DDPG,Pendulum-v1,-1262.149139
-1187.8231,200,1757493729.2158296,DDPG,Pendulum-v1,-1231.761279
-1049.4015,200,1757493732.7783127,DDPG,Pendulum-v1,-1218.891949
-998.49536,200,1757493736.3211007,DDPG,Pendulum-v1,-1219.15501
-907.1293,200,1757493739.9163043,DDPG,Pendulum-v1,-1219.755886
-882.6782,200,1757493743.5693555,DDPG,Pendulum-v1,-1200.933826
-713.1689,200,1757493747.2092996,DDPG,Pendulum-v1,-1117.516746
-630.98444,200,1757493750.8424351,DDPG,Pendulum-v1,-1036.40154
-511.1855,200,1757493754.4388406,DDPG,Pendulum-v1,-950.95344
-390.0609,200,1757493758.063376,DDPG,Pendulum-v1,-849.1001899999999
-1492.9546,200,1757493761.636353,DDPG,Pendulum-v1,-876.3881799999999
-493.9411,200,1757493765.2347944,DDPG,Pendulum-v1,-806.9999799999999
-125.42342,200,1757493768.8451054,DDPG,Pendulum-v1,-714.602172
-9.494696,200,1757493772.420729,DDPG,Pendulum-v1,-615.7021056
-137.41415,200,1757493775.973452,DDPG,Pendulum-v1,-538.7305906
-130.62329,200,1757493779.5448763,DDPG,Pendulum-v1,-463.5250996
-253.9858,200,1757493783.1265702,DDPG,Pendulum-v1,-417.60678960000007
-238.02916,200,1757493786.7387831,DDPG,Pendulum-v1,-378.31126159999997
-353.9059,200,1757493790.3012416,DDPG,Pendulum-v1,-362.5833016
-230.2808,200,1757493793.8789935,DDPG,Pendulum-v1,-346.6052916
-135.68716,200,1757493797.4919548,DDPG,Pendulum-v1,-210.8785476
-240.66576,200,1757493801.0431864,DDPG,Pendulum-v1,-185.55101359999998
-3.3070738,200,1757493804.5752025,DDPG,Pendulum-v1,-173.33937898
-117.413635,200,1757493808.106641,DDPG,Pendulum-v1,-184.13127287999998
-125.67859,200,1757493811.651826,DDPG,Pendulum-v1,-182.95771688
-3.6264987,200,1757493815.1886127,DDPG,Pendulum-v1,-170.25803775000003
-249.23763,200,1757493818.774824,DDPG,Pendulum-v1,-169.78322075
-128.77492,200,1757493822.3294785,DDPG,Pendulum-v1,-158.85779674999998
-125.53954,200,1757493825.8789158,DDPG,Pendulum-v1,-136.02116075
-121.58398,200,1757493829.457481,DDPG,Pendulum-v1,-125.15147875
-285.80124,200,1757493833.0400646,DDPG,Pendulum-v1,-140.16288675
-127.70854,200,1757493836.6084702,DDPG,Pendulum-v1,-128.86716475
-125.82039,200,1757493840.206471,DDPG,Pendulum-v1,-141.11849637
-244.74434,200,1757493843.809734,DDPG,Pendulum-v1,-153.85156687
-123.18893,200,1757493847.3872254,DDPG,Pendulum-v1,-153.60260087
-246.18428,200,1757493851.133289,DDPG,Pendulum-v1,-177.85837899999999
-237.22021,200,1757493854.4283023,DDPG,Pendulum-v1,-176.656637
-126.6815,200,1757493857.4316678,DDPG,Pendulum-v1,-176.447295
-116.42599,200,1757493860.6814835,DDPG,Pendulum-v1,-175.53594
-122.93086,200,1757493864.1199987,DDPG,Pendulum-v1,-175.670628
-116.10528,200,1757493867.510879,DDPG,Pendulum-v1,-158.701032
