reward,length,timestamp
-1826.9446,200,1757493631.5205822
-1552.872,200,1757493634.5737443
-1434.942,200,1757493637.6303158
-1371.3204,200,1757493640.7216954
-1507.7277,200,1757493644.241258
-1513.5123,200,1757493647.6953213
-1480.5286,200,1757493651.1759834
-1513.2576,200,1757493654.7061894
-1457.1104,200,1757493658.2032704
-1503.0393,200,1757493661.6921215
-1467.5026,200,1757493665.2044234
-1397.4777,200,1757493668.7279668
-1505.0112,200,1757493672.2374618
-1444.6887,200,1757493675.7940326
-1416.7726,200,1757493679.3220217
-1432.0258,200,1757493682.8601234
-1256.3345,200,1757493686.3990161
-1293.3729,200,1757493689.9025142
-1491.7017,200,1757493693.4419003
-1178.0948,200,1757493696.9739106
-995.86475,200,1757493700.59002
-901.12054,200,1757493704.131992
-1070.8988,200,1757493707.6796532
-1547.3397,200,1757493711.2118566
-1442.1365,200,1757493714.8247197
-1365.6665,200,1757493718.4304426
-1408.5934,200,1757493722.0286772
-1220.0747,200,1757493725.615698
-1187.8231,200,1757493729.2158296
-1049.4015,200,1757493732.7783127
-998.49536,200,1757493736.3211007
-907.1293,200,1757493739.9163043
-882.6782,200,1757493743.5693557
-713.1689,200,1757493747.2092996
-630.98444,200,1757493750.8424351
-511.1855,200,1757493754.4388406
-390.0609,200,1757493758.063376
-1492.9546,200,1757493761.636353
-493.9411,200,1757493765.2347944
-125.42342,200,1757493768.8451054
-9.494696,200,1757493772.420729
-137.41415,200,1757493775.9734519
-130.62329,200,1757493779.5448763
-253.9858,200,1757493783.1265702
-238.02916,200,1757493786.7387831
-353.9059,200,1757493790.3012416
-230.2808,200,1757493793.8789935
-135.68716,200,1757493797.4919548
-240.66576,200,1757493801.0431864
-3.3070738,200,1757493804.5752025
-117.413635,200,1757493808.106641
-125.67859,200,1757493811.651826
-3.6264987,200,1757493815.1886127
-249.23763,200,1757493818.774824
-128.77492,200,1757493822.3294785
-125.53954,200,1757493825.8789158
-121.58398,200,1757493829.457481
-285.80124,200,1757493833.0400646
-127.70854,200,1757493836.6084702
-125.82039,200,1757493840.206471
-244.74434,200,1757493843.8097339
-123.18893,200,1757493847.3872254
-246.18428,200,1757493851.133289
-237.22021,200,1757493854.4283025
-126.6815,200,1757493857.4316678
-116.42599,200,1757493860.6814837
-122.93086,200,1757493864.1199987
-116.10528,200,1757493867.510879
-237.94589,200,1757493870.8915076
-3.5923355,200,1757493874.1650076
-248.42906,200,1757493876.5408466
-5.362192,200,1757493879.4148607
-262.71414,200,1757493882.048821
-3.209886,200,1757493884.6180754
