reward,length,timestamp
-1590.666,200,1757494368.9298768
-1557.659,200,1757494371.6610096
-1397.9167,200,1757494374.38993
-1386.1136,200,1757494377.138791
-1511.0017,200,1757494380.0704353
-1512.9084,200,1757494382.8907049
-1472.023,200,1757494385.7145476
-1516.3568,200,1757494388.6366377
-1435.9436,200,1757494391.5466313
-1498.7383,200,1757494394.398697
-1278.8282,200,1757494397.2631383
-1157.5363,200,1757494400.2085686
-1040.6224,200,1757494403.0663393
-1427.8137,200,1757494405.96356
-544.1732,200,1757494408.8807538
-1033.7026,200,1757494411.755818
-4.536464,200,1757494414.6410236
-11.3683605,200,1757494417.4953609
-1491.7017,200,1757494420.4524279
-483.129,200,1757494423.3205934
-501.71967,200,1757494426.2190068
-325.40207,200,1757494429.2309852
-792.5856,200,1757494432.3850207
-612.76733,200,1757494435.2390852
-395.00085,200,1757494438.1266294
-701.5405,200,1757494441.4068253
-262.4587,200,1757494444.625921
-2.3250432,200,1757494447.5423021
-120.33059,200,1757494450.532576
-132.47563,200,1757494453.4536426
-282.43726,200,1757494456.373216
-129.55946,200,1757494459.400052
-130.67674,200,1757494462.3390203
-127.07617,200,1757494465.2601802
-127.20716,200,1757494468.1586514
-1.2513392,200,1757494471.224264
-0.38991502,200,1757494474.0778084
-128.08879,200,1757494476.9444342
-241.19452,200,1757494479.9739819
-128.4686,200,1757494483.0772986
-0.84527886,200,1757494486.0222323
-130.81891,200,1757494489.0502346
-126.13686,200,1757494492.3869078
-252.07127,200,1757494495.4956377
-221.57089,200,1757494498.4937913
-331.24747,200,1757494501.8511195
-342.6177,200,1757494504.847026
-253.78503,200,1757494507.9991114
-225.53488,200,1757494511.1951778
-1.6226789,200,1757494514.081972
-114.13184,200,1757494517.0027704
-117.56881,200,1757494520.0888684
-1.6184589,200,1757494523.0476499
-255.51537,200,1757494525.9150229
-132.9167,200,1757494528.851531
-129.53827,200,1757494531.79861
-120.5646,200,1757494534.7126296
-238.964,200,1757494537.6155827
-131.14505,200,1757494540.7026129
-122.29278,200,1757494543.8040338
-349.86237,200,1757494546.7426374
-116.24154,200,1757494549.6749775
-237.3345,200,1757494552.601406
-240.99686,200,1757494555.49899
-126.9737,200,1757494558.379151
-118.72939,200,1757494561.4712
-118.43556,200,1757494564.3846288
-116.311615,200,1757494567.3048332
-334.00577,200,1757494570.2640576
-2.3729808,200,1757494573.1903083
-134.29243,200,1757494576.128049
-4.739498,200,1757494579.064461
-310.1512,200,1757494582.086721
-3.5101779,200,1757494585.0037584
-361.68655,200,1757494587.9592369
-274.9914,200,1757494591.048341
-121.15993,200,1757494594.0750895
-299.84006,200,1757494597.0124977
-254.18178,200,1757494599.9597611
-123.792244,200,1757494602.9063966
-0.87567335,200,1757494605.813195
-121.41328,200,1757494608.7463942
-123.17831,200,1757494611.889432
-240.96788,200,1757494614.8100438
-124.131195,200,1757494617.7392914
-120.951836,200,1757494620.728096
-233.23581,200,1757494623.928901
-122.42222,200,1757494626.9102275
-228.32503,200,1757494629.819286
-241.511,200,1757494632.7652893
-244.06616,200,1757494635.7131393
-122.294624,200,1757494638.6557784
-125.631874,200,1757494641.7248328
-129.6749,200,1757494645.0766907
-117.04894,200,1757494648.4300625
-0.6565587,200,1757494651.7829113
-241.64336,200,1757494654.9550314
-346.89346,200,1757494657.8540246
-241.28163,200,1757494661.0067484
-120.84219,200,1757494664.0891092
-125.70221,200,1757494667.0039876
-127.67782,200,1757494669.9272993
-300.93994,200,1757494673.1535516
-0.8040828,200,1757494676.1361058
-116.455864,200,1757494679.1124544
-247.45325,200,1757494682.2738085
-236.29655,200,1757494685.192011
-236.97662,200,1757494688.118859
-227.39227,200,1757494691.0652385
-238.36964,200,1757494694.1581855
-230.68913,200,1757494697.0728476
-229.52156,200,1757494700.2656443
-0.7629201,200,1757494703.643884
-129.48204,200,1757494706.7392502
-122.94387,200,1757494709.6985312
-0.6307031,200,1757494712.7645226
-241.58455,200,1757494715.7119093
-119.242065,200,1757494718.6604033
-1.2976769,200,1757494721.6238425
-121.351036,200,1757494724.5959678
-117.5356,200,1757494727.559211
-116.47035,200,1757494730.6435099
-125.248184,200,1757494733.9724803
-247.94287,200,1757494737.1690617
-124.76238,200,1757494740.2375433
-351.60098,200,1757494743.4034407
-1.385386,200,1757494746.767851
-235.55203,200,1757494750.0438502
-121.77767,200,1757494753.0413888
-118.5874,200,1757494755.9641945
-118.831924,200,1757494759.1513302
-123.29649,200,1757494762.2119627
-1.6578225,200,1757494765.114568
-125.16205,200,1757494768.1098032
-117.50745,200,1757494771.0432625
-248.70323,200,1757494774.0197012
-113.83554,200,1757494776.9441373
-121.264244,200,1757494779.8605509
-218.27278,200,1757494782.9321282
-1.4863027,200,1757494785.8833568
-241.33607,200,1757494788.8704627
-237.29605,200,1757494791.8388772
-124.57061,200,1757494794.8833787
-2.517656,200,1757494797.8465629
-124.502365,200,1757494801.1726556
-1.0556643,200,1757494804.364036
-128.71086,200,1757494807.2678156
-252.56783,200,1757494810.2087667
-127.074326,200,1757494813.2664695
-239.1596,200,1757494816.228777
-244.3487,200,1757494819.2888222
-128.44034,200,1757494822.2165277
-1.4920837,200,1757494825.5264657
-337.2644,200,1757494828.492526
-116.62784,200,1757494831.43848
-117.244514,200,1757494834.4238026
-3.3957367,200,1757494837.3543565
-120.50728,200,1757494840.2772446
-119.96109,200,1757494843.29692
-3.4136446,200,1757494846.407677
-246.92496,200,1757494849.5096984
-125.66078,200,1757494852.4207377
-119.57929,200,1757494855.3429317
-123.62475,200,1757494858.2737732
-249.13884,200,1757494861.302889
-0.8091353,200,1757494864.422396
-125.19153,200,1757494867.3920262
-116.46096,200,1757494870.3494895
-116.88571,200,1757494873.3704116
-355.41864,200,1757494876.3295243
-117.45365,200,1757494879.3744266
-132.88017,200,1757494882.3585331
-120.17974,200,1757494885.406944
-131.55695,200,1757494888.3004236
-249.5237,200,1757494891.2475548
-131.60878,200,1757494894.211199
-244.72104,200,1757494897.1509306
-121.811455,200,1757494900.0731874
-127.29965,200,1757494903.0074337
-120.78658,200,1757494906.0458012
-6.477149,200,1757494909.0908122
-232.68579,200,1757494911.9859033
-10.317471,200,1757494914.963294
-299.48886,200,1757494917.8949962
-9.281041,200,1757494920.8263066
-127.234184,200,1757494923.8139808
-132.64612,200,1757494926.7284298
-239.02487,200,1757494929.6554375
-11.300275,200,1757494932.5705907
-231.40233,200,1757494935.645152
-254.91275,200,1757494938.6454384
-249.23546,200,1757494941.5880485
-134.7188,200,1757494944.593773
-124.5963,200,1757494947.552382
-124.79768,200,1757494950.496014
-129.30995,200,1757494953.4883966
-129.07622,200,1757494956.4415102
-128.86786,200,1757494959.3489907
