episode,frame_idx,reward,actor_loss,critic_loss
81,16200,-1281.8079999820561,94.29466247558594,71.06581115722656
82,16400,-1305.4105025843405,141.91461181640625,73.4860610961914
83,16600,-1230.0737668430047,96.36044311523438,68.24124145507812
84,16800,-1290.7296931588457,99.7333755493164,72.27889251708984
85,17000,-1252.692661966494,87.36652374267578,70.36234283447266
86,17200,-982.1655309972157,56.114227294921875,50.08298110961914
87,17400,-1061.587551375662,40.20524215698242,29.857681274414062
88,17600,-1205.1583669499585,71.99011993408203,67.5355224609375
89,17800,-1134.7557598036224,96.23526763916016,63.13624572753906
90,18000,-1142.2923091983905,57.895660400390625,48.79867935180664
91,18200,-871.7598310533606,138.48605346679688,45.8677978515625
92,18400,-1184.4687470836554,177.99351501464844,69.17534637451172
93,18600,-1067.7570566594259,87.19575500488281,50.25004196166992
94,18800,-1046.1738762308346,64.78624725341797,66.36847686767578
95,19000,-1154.5599585649354,72.81257629394531,63.18110275268555
96,19200,-1025.0162544096077,167.85459899902344,65.21329498291016
97,19400,-1099.0779774019352,193.86016845703125,47.90847396850586
98,19600,-1165.9949683986097,68.41749572753906,71.08271026611328
99,19800,-872.9191119637759,75.78075408935547,46.84228515625
100,20000,-1264.891556500464,227.70962524414062,70.01921844482422
101,20200,-1181.1637707974073,76.84044647216797,69.52244567871094
102,20400,-1311.9455808567307,85.53120422363281,69.98606872558594
103,20600,-1071.9212477857677,113.07103729248047,53.9848747253418
104,20800,-938.7187627503708,103.84070587158203,69.6441650390625
105,21000,-1044.970544651976,84.63842010498047,63.56459045410156
106,21200,-1111.9788399866247,42.07654571533203,44.10574722290039
107,21400,-1115.833204060694,75.33985900878906,60.38134765625
108,21600,-933.2818548925056,85.10054779052734,59.974517822265625
109,21800,-1260.0386527040973,77.67051696777344,71.4367446899414
110,22000,-1184.9438078782487,241.63877868652344,59.22952651977539
111,22200,-1157.057342039565,159.34591674804688,61.446292877197266
112,22400,-1051.6302964260271,69.39981079101562,64.2135238647461
113,22600,-1111.8671602258287,63.68888473510742,48.43662643432617
114,22800,-877.4989802096907,34.16286849975586,27.147994995117188
115,23000,-906.7071991758144,46.974910736083984,39.10232162475586
116,23200,-1017.689884975903,45.4272575378418,44.5698356628418
117,23400,-1035.2446171012275,79.64131164550781,59.266910552978516
118,23600,-894.1885196270588,112.95164489746094,39.018959045410156
119,23800,-891.7502967718178,55.86472702026367,35.21822738647461
120,24000,-947.9963694767712,60.07612991333008,62.19415283203125
121,24200,-1124.1537595679,50.64926528930664,36.98365020751953
122,24400,-894.8455411568099,45.780094146728516,38.68636703491211
123,24600,-896.0141497054162,264.2471008300781,33.87295150756836
124,24800,-782.3570715583617,50.6800422668457,34.57608413696289
125,25000,-775.250908586061,105.24726104736328,53.65951156616211
126,25200,-774.1065684511553,38.14091873168945,21.86527442932129
127,25400,-700.5136755905554,62.66787338256836,54.56568145751953
128,25600,-892.4083846448258,24.966236114501953,26.555156707763672
129,25800,-759.3808358920566,54.693546295166016,33.2573356628418
130,26000,-764.8638024655656,19.46198844909668,12.532920837402344
131,26200,-650.6409845064152,18.33834457397461,16.992673873901367
132,26400,-695.79053453769,55.017765045166016,58.60338592529297
133,26600,-585.3183746953933,51.85869216918945,45.640628814697266
134,26800,-923.1400718129438,25.070402145385742,23.475324630737305
135,27000,-648.7302424687127,36.951194763183594,37.38664627075195
136,27200,-771.8878410702318,41.099693298339844,39.51105499267578
137,27400,-781.381331846191,30.623456954956055,9.855173110961914
138,27600,-762.9843521606718,21.529661178588867,22.575769424438477
139,27800,-649.0703363879734,61.02078628540039,29.034648895263672
140,28000,-642.90004482627,19.29966163635254,15.262812614440918
141,28200,-654.8642347276195,121.60504150390625,52.788230895996094
142,28400,-645.2553614196543,26.225582122802734,18.898326873779297
143,28600,-648.3558997849233,7.057158946990967,6.431100845336914
144,28800,-727.2913346411447,71.82417297363281,44.149139404296875
145,29000,-945.4457212236985,61.289493560791016,54.98280334472656
146,29200,-839.3334775702822,122.21007537841797,48.61993408203125
147,29400,-774.1600950033969,13.952512741088867,11.838443756103516
148,29600,-747.9100225119299,65.87397766113281,29.712326049804688
149,29800,-523.6326395671961,8.567802429199219,8.077210426330566
150,30000,-395.25349213044495,29.637496948242188,22.291259765625
151,30200,-579.7640224246433,47.6641845703125,49.6756706237793
152,30400,-645.4268965696294,4.609731197357178,3.9256911277770996
153,30600,-524.3183268594443,54.185035705566406,29.39847755432129
154,30800,-448.73511860682265,164.42385864257812,52.01996612548828
155,31000,-973.0518666506547,87.3463363647461,71.36255645751953
156,31200,-534.4176021115101,54.515342712402344,56.75859451293945
157,31400,-523.8771419798109,18.448625564575195,12.582735061645508
158,31600,-700.5903212087723,132.18283081054688,53.525123596191406
159,31800,-781.2384512834051,14.595049858093262,13.812050819396973
160,32000,-654.3926964977975,34.76081085205078,33.01228332519531
161,32200,-649.046509669562,8.396234512329102,5.42773962020874
162,32400,-601.4318296972843,41.68227767944336,40.994686126708984
163,32600,-395.28963215241185,61.82894515991211,45.42753601074219
164,32800,-529.3017403474255,51.586849212646484,54.40483474731445
165,33000,-751.0445677220027,80.27982330322266,30.625959396362305
166,33200,-713.1931037025026,88.69247436523438,49.070777893066406
167,33400,-841.7399712546078,48.56711196899414,45.840919494628906
168,33600,-667.262691029174,105.54316711425781,68.0728988647461
169,33800,-876.8247580717352,28.32069206237793,29.978132247924805
170,34000,-521.1928796900276,24.391887664794922,11.673892974853516
171,34200,-392.0415353969905,27.22589111328125,23.141969680786133
172,34400,-668.1948138910359,125.08562469482422,68.85382080078125
173,34600,-388.39948994201166,25.45083236694336,19.348217010498047
174,34800,-989.5364280060979,82.83890533447266,49.44231414794922
175,35000,-520.3777126335382,17.779178619384766,15.892698287963867
176,35200,-652.5734985045198,8.728296279907227,6.181139945983887
177,35400,-786.7403268531152,7.4727582931518555,7.4343085289001465
178,35600,-784.2522521198752,65.73899841308594,53.27968215942383
179,35800,-999.0599376738321,78.727783203125,45.96895217895508
180,36000,-652.7513903622497,97.76873016357422,27.832740783691406
181,36200,-1019.7650186709569,52.03215408325195,42.60599136352539
182,36400,-393.7541292748737,74.67488098144531,48.117523193359375
183,36600,-893.5819393083723,45.47209167480469,27.365211486816406
184,36800,-606.3758437476266,45.32060241699219,36.172630310058594
185,37000,-653.1682938159462,44.67704391479492,41.803348541259766
186,37200,-599.5869583116197,43.557987213134766,40.15568542480469
187,37400,-928.8654543450184,169.78965759277344,67.49585723876953
188,37600,-263.33822393088843,2.9118235111236572,1.7008483409881592
189,37800,-268.3002594825175,54.71498107910156,48.998741149902344
190,38000,-1005.1648489740312,59.86001968383789,50.57255554199219
191,38200,-132.62389371328635,0.5843114256858826,0.0485767126083374
192,38400,-655.4717302979126,69.89627838134766,54.573490142822266
193,38600,-294.9901327017813,60.9384765625,59.17640686035156
194,38800,-883.7982217056907,27.961441040039062,26.444238662719727
195,39000,-532.6322476388766,52.979026794433594,56.13535690307617
196,39200,-499.3613960709723,30.783348083496094,31.473907470703125
197,39400,-385.15196408364136,41.57870101928711,29.058902740478516
198,39600,-395.2076753158369,1.5134162902832031,0.9214633703231812
199,39800,-134.8365321431931,-0.9550080895423889,0.4306441843509674
200,40000,-679.6088335769646,61.68278121948242,66.3015365600586
201,40200,-537.4559780892575,87.26581573486328,58.80890655517578
202,40400,-393.178159361016,1.1466786861419678,0.6255894899368286
203,40600,-518.9671628869266,0.948742687702179,0.4303992986679077
204,40800,-343.95131480914705,233.80279541015625,42.56843948364258
205,41000,-382.8252179561314,46.615196228027344,31.61272430419922
206,41200,-905.4040880975999,41.269744873046875,29.72580337524414
207,41400,-669.2387087606552,78.67436218261719,66.1128921508789
208,41600,-626.3150467716308,45.66611099243164,33.733009338378906
209,41800,-384.41928577407435,18.59027862548828,19.325016021728516
210,42000,-1019.587645497432,43.485206604003906,44.09203338623047
211,42200,-970.8487066156918,55.37083053588867,57.88805389404297
212,42400,-911.8269689384306,35.09604263305664,31.45801544189453
213,42600,-946.0364492538023,70.71955871582031,67.15564727783203
214,42800,-925.3529720844783,229.13357543945312,62.191566467285156
215,43000,-782.209761623914,42.1019287109375,45.18198776245117
216,43200,-130.82581953374861,-0.23245324194431305,0.014338499866425991
217,43400,-370.3046190052904,17.24024200439453,13.738883018493652
218,43600,-130.44740156760398,-0.09938635677099228,0.006839814130216837
219,43800,-653.5334110166928,-1.13954758644104,0.3743802011013031
220,44000,-131.9739197325474,0.1638244390487671,0.00405291561037302
221,44200,-653.0931590412588,126.0587387084961,33.73337173461914
222,44400,-133.90969380183398,0.03779454156756401,0.00047927824198268354
223,44600,-525.8534819143636,9.61418628692627,4.975849151611328
224,44800,-1066.3993925918257,80.34330749511719,51.58629608154297
225,45000,-1167.999071744701,62.39875411987305,63.62849426269531
226,45200,-665.1934670307419,65.74613189697266,60.65074920654297
227,45400,-136.46197198253654,-0.06020332872867584,0.0023396150209009647
228,45600,-909.1371371417189,18.87586784362793,11.272407531738281
229,45800,-396.16914116971054,0.09517893195152283,0.004122380632907152
230,46000,-910.5967034201256,24.33390235900879,14.920841217041016
231,46200,-133.25927302052204,0.19179487228393555,0.018955226987600327
232,46400,-818.8790734793358,52.51361083984375,56.52680587768555
233,46600,-135.04368978538315,5.540506839752197,5.342254638671875
234,46800,-134.32971284973965,-0.08160483837127686,0.0032265183981508017
235,47000,-134.39605217906683,-0.22211028635501862,0.024247709661722183
236,47200,-134.0367597001282,0.188271626830101,0.008778686635196209
237,47400,-671.1840548776298,101.40157318115234,56.85005569458008
238,47600,-270.77833267587124,67.93573760986328,46.17758560180664
239,47800,-133.03418443451162,0.3197024166584015,0.02059708908200264
240,48000,-132.01068001237937,0.08209729194641113,0.0007436745218001306
241,48200,-1017.0614827512559,60.080806732177734,50.4836311340332
242,48400,-438.3860616176365,89.0171890258789,48.926822662353516
243,48600,-394.419072490432,5.419637680053711,0.4554421901702881
244,48800,-353.2561337236652,30.825010299682617,27.97673797607422
245,49000,-262.0891308723698,29.859275817871094,27.92186164855957
246,49200,-388.895188066795,4.950065612792969,4.1228532791137695
247,49400,-402.24113912687346,200.0023651123047,56.816375732421875
248,49600,-134.33320777951567,0.11397994309663773,0.005911693908274174
249,49800,-515.809488983309,20.087512969970703,19.945926666259766
250,50000,-132.07450523609228,5.793198585510254,5.7769317626953125
251,50200,-262.8023776925899,1.2396634817123413,0.45631667971611023
252,50400,-131.7470750785692,-0.33534786105155945,0.06757859140634537
253,50600,-132.14736581871932,-0.070079505443573,0.0020433790050446987
254,50800,-393.52799909048537,-0.9675709009170532,0.058818601071834564
255,51000,-392.39435716375976,0.5317591428756714,0.054745860397815704
256,51200,-132.39193728886636,0.04940560460090637,0.0005913590430282056
257,51400,-813.5979929839243,57.16299057006836,57.557838439941406
258,51600,-133.58927547875768,-0.3754546642303467,0.03685922175645828
259,51800,-132.43524856903213,0.006331470794975758,1.0042522262665443e-05
260,52000,-133.27677240295463,0.16912195086479187,0.01479350309818983
261,52200,-262.3551688123341,0.6423354148864746,0.0365041121840477
262,52400,-391.5972220803734,0.9752665162086487,0.510039210319519
263,52600,-131.18025015668965,0.3298741281032562,0.059817858040332794
264,52800,-870.06139575796,42.186126708984375,35.039241790771484
265,53000,-133.05073210332048,0.03242792189121246,1.1241497304581571e-05
266,53200,-130.62927416116756,0.3863808810710907,0.008682006038725376
267,53400,-132.73592596125116,0.21329465508460999,0.02057918719947338
268,53600,-131.38308965174923,0.16160400211811066,0.011554957367479801
269,53800,-676.3596030858065,99.03710174560547,68.39166259765625
270,54000,-889.9755673958431,26.188678741455078,27.941781997680664
271,54200,-133.2941832988401,0.0895330086350441,0.0010881164344027638
272,54400,-393.7431096410001,-0.19116052985191345,0.004776492714881897
273,54600,-131.08104038755602,0.06437527388334274,0.0009298608056269586
274,54800,-967.4575820861104,58.85274124145508,63.389530181884766
275,55000,-131.46574123923668,2.1812050342559814,0.27343156933784485
276,55200,-130.70252306768603,0.23350250720977783,0.016786223277449608
277,55400,-131.09076958935336,0.015757350251078606,1.8402266505290754e-05
278,55600,-134.65096166909868,-0.003184964880347252,8.834333129925653e-05
279,55800,-131.48143414504275,0.48686760663986206,0.0968860387802124
280,56000,-131.0613629936599,0.1975601762533188,0.01627340540289879
281,56200,-134.13918887912945,-0.12460283190011978,0.002970784204080701
282,56400,-131.33095402588407,0.09519821405410767,0.0015232538571581244
283,56600,-650.7824745352473,-0.03671754151582718,0.0010171224130317569
284,56800,-131.74457820329025,0.11020161211490631,0.0037943485658615828
285,57000,-132.89595929265815,0.07253731787204742,0.0021260224748402834
286,57200,-266.88054060294047,29.68675422668457,19.772844314575195
287,57400,-392.5775543459781,-0.06506641209125519,0.0012961964821442962
288,57600,-393.82042652649193,110.00432586669922,46.49284744262695
289,57800,-898.4414568986875,44.24444580078125,23.817520141601562
290,58000,-133.426957154706,0.15539966523647308,0.011200987733900547
291,58200,-132.49160279157402,0.6288093328475952,0.051074083894491196
292,58400,-130.8372182021333,0.06502965092658997,0.0015994886634871364
293,58600,-134.01470274820693,0.08281831443309784,0.0031930829863995314
294,58800,-132.83958411899889,-0.14247016608715057,0.012207371182739735
295,59000,-646.657040510041,1.0724326372146606,0.1027475893497467
296,59200,-393.23072613242255,0.9390603303909302,0.4000098407268524
297,59400,-134.6419284881668,-0.08604643493890762,0.0009524393826723099
298,59600,-796.4197443966439,54.14524459838867,57.048484802246094
299,59800,-132.78496171564666,0.2552482485771179,0.004054817836731672
300,60000,-769.9897470925971,50.845672607421875,39.6708984375
301,60200,-134.6743469901477,-0.015934349969029427,0.0002060450497083366
302,60400,-265.65720466398733,-0.26995643973350525,0.036048900336027145
303,60600,-131.8256583243724,0.046421244740486145,0.0006320534739643335
304,60800,-132.5345938238266,0.23406396806240082,0.006138411350548267
305,61000,-131.44744240219953,0.11798186600208282,0.003353903302922845
306,61200,-132.26899852577378,0.21825025975704193,0.012078939937055111
307,61400,-916.9652872667621,45.47412872314453,44.588592529296875
308,61600,-131.35153739824872,0.04012424126267433,0.000546539667993784
309,61800,-131.96130998921726,0.0686902105808258,0.0019473062129691243
310,62000,-1047.9213288854369,51.00461196899414,53.56568908691406
311,62200,-131.0629155617372,0.11854758113622665,0.0019782311283051968
312,62400,-132.92502271016753,0.11419432610273361,0.004381521139293909
313,62600,-132.9758596006121,0.07591361552476883,0.0019177303183823824
314,62800,-131.3233975618158,0.11783447116613388,0.006794339511543512
315,63000,-130.39157086501228,0.2449764460325241,0.026668203994631767
316,63200,-207.270915717268,60.41706466674805,62.049888610839844
317,63400,-132.67484608048827,-0.11088547110557556,0.005719074048101902
318,63600,-133.28087197764955,0.05953449755907059,0.0004770015657413751
319,63800,-131.84583492620345,0.05481497570872307,0.0006323487614281476
320,64000,-131.69126538964596,0.3777807950973511,0.06731870770454407
321,64200,-131.11410675422903,0.0621253177523613,0.0010295197134837508
322,64400,-886.8482261975661,36.1640739440918,31.10085678100586
323,64600,-132.3908105310446,0.03990088403224945,0.00045136772678233683
324,64800,-392.0169575502098,0.5401583313941956,0.10497041791677475
325,65000,-134.25251256727393,0.06762274354696274,0.0005483947461470962
326,65200,-393.0531639586045,-0.08664450794458389,0.0018744912231341004
327,65400,-882.4538354857866,24.58401870727539,26.194671630859375
328,65600,-131.16561530228887,0.059569768607616425,0.0014728456735610962
329,65800,-129.03977237592355,0.2781890332698822,0.011590426787734032
330,66000,-131.63310398740464,0.004835161380469799,1.122954381571617e-05
331,66200,-131.466989326658,0.07165123522281647,0.0010877675376832485
332,66400,-131.65902348468475,0.1698661744594574,0.0012708536814898252
333,66600,-129.79801086169644,0.16730996966362,0.012213297188282013
334,66800,-130.4447138088077,0.014776268042623997,7.222302428999683e-06
335,67000,-132.13568425884773,0.08513133972883224,0.0008646303322166204
336,67200,-649.9902805679568,0.3391265571117401,0.06442790478467941
337,67400,-130.71258606589734,0.047599874436855316,0.0007435657898895442
338,67600,-131.95955956341226,0.03781186044216156,0.00026896942290477455
339,67800,-131.82576234000348,0.08564894646406174,0.002754572546109557
340,68000,-129.85593502832273,0.013155950233340263,2.613156993902521e-06
341,68200,-133.27388280651252,0.2605212926864624,0.0017765980446711183
342,68400,-131.06387668112703,0.0594823956489563,0.001467188005335629
343,68600,-129.77138698943455,0.0510459765791893,0.0002795219188556075
344,68800,-131.51534186656127,0.04693182557821274,0.0006753324414603412
345,69000,-131.10500442274437,0.0669732540845871,0.0014515668153762817
346,69200,-131.78887308230853,0.15630611777305603,0.006002376787364483
347,69400,-132.84394900239494,0.18631038069725037,0.005079681519418955
348,69600,-131.1200669994235,0.19333873689174652,0.00881366990506649
349,69800,-132.44911188793466,0.23687249422073364,0.0093038659542799
350,70000,-908.8912461008198,47.408199310302734,41.676002502441406
351,70200,-132.14817949383047,0.015438956208527088,1.6165329270734219e-06
352,70400,-984.8218419040674,56.57634735107422,54.725830078125
353,70600,-132.7413933954305,-0.005422190763056278,0.00012567261001095176
354,70800,-130.0225252541367,0.19445185363292694,0.0017939035315066576
355,71000,-131.41929883983175,0.2397320419549942,0.002998929237946868
356,71200,-131.88427016720897,0.06366834044456482,0.0005532389041036367
357,71400,-131.9019999308122,0.013345811516046524,4.2228975871694274e-06
358,71600,-130.95850489247846,0.13328780233860016,0.002180200070142746
359,71800,-132.13979425852406,0.04689241945743561,0.0006383138243108988
360,72000,-133.92055934823188,0.2620951533317566,0.024179456755518913
361,72200,-133.06247973321487,0.09107071161270142,0.0024755659978836775
362,72400,-131.76194396693612,0.08570565283298492,0.0025925261434167624
363,72600,-132.3325420758709,0.24560454487800598,0.00830661691725254
364,72800,-132.44267012160202,0.3522058129310608,0.003593066241592169
365,73000,-134.1550927471332,0.1459767371416092,0.003240439109504223
366,73200,-131.8734247130758,0.11001003533601761,0.005965330637991428
367,73400,-131.50922052107367,0.11426236480474472,0.00529473228380084
368,73600,-130.65382507975198,0.06796064972877502,0.0018501959275454283
369,73800,-132.04564851847874,0.1686192899942398,0.005906627979129553
370,74000,-875.8451577286696,30.77724266052246,31.24793243408203
371,74200,-149.61298427453187,111.3910140991211,66.91831970214844
372,74400,-924.8686432443535,89.82833099365234,47.80143737792969
373,74600,-1053.2303586945852,64.5994873046875,47.48600769042969
374,74800,-862.0178131873389,79.51834106445312,44.96379089355469
375,75000,-132.67027654254355,0.14800623059272766,0.009338820353150368
376,75200,-807.2797940259755,55.917449951171875,59.43162155151367
377,75400,-133.85268857211318,0.06865879148244858,0.002079237252473831
378,75600,-132.8907393871594,0.08591768145561218,0.0018439625855535269
379,75800,-131.43532469576851,0.5291369557380676,0.05782686546444893
380,76000,-907.4982687238821,7.857763767242432,7.326947212219238
381,76200,-132.0751916435241,0.08234584331512451,0.0029821391217410564
382,76400,-130.73271084664648,0.07940885424613953,0.0007865637307986617
383,76600,-131.99606410728694,0.05682427063584328,0.0006564283976331353
384,76800,-133.5141164473295,-0.017202649265527725,0.00040915459976531565
385,77000,-131.1580842156194,0.11296386271715164,0.0030714976601302624
386,77200,-131.25856363664465,0.06494684517383575,0.0011535100638866425
387,77400,-134.68723859456816,0.15257743000984192,0.005197725724428892
388,77600,-132.7548587955556,0.18458566069602966,0.0026476241182535887
389,77800,-134.1531821020836,0.1612606942653656,0.011990083381533623
390,78000,-133.03835346508677,0.2513733208179474,0.03454367071390152
391,78200,-656.2307962983723,1.1055234670639038,0.6186178922653198
392,78400,-133.8981399558826,0.09210605174303055,0.0003371716011315584
393,78600,-925.1203839478922,68.558349609375,47.23678207397461
394,78800,-131.3946580005189,0.08369006216526031,0.0006605230155400932
395,79000,-133.09275720911748,0.11781923472881317,0.004032128490507603
396,79200,-787.1732290705899,64.41966247558594,37.68777084350586
397,79400,-130.7686963937125,0.055900149047374725,0.0005980731802992523
398,79600,-132.88866307804267,0.0897485613822937,0.0017737769521772861
399,79800,-134.75493580507734,1.1433796882629395,0.01972140185534954
400,80000,-130.9230935265448,0.244574636220932,0.0017837979830801487
401,80200,-131.47839631264614,0.2127370685338974,0.024296699091792107
402,80400,-134.09417633675193,0.18347077071666718,0.017498131841421127
403,80600,-133.0189148312067,0.16335931420326233,0.012812013737857342
404,80800,-132.73083272364835,0.1366390883922577,0.009601812809705734
405,81000,-133.053564437099,1.6969355344772339,0.49619418382644653
406,81200,-135.0780547020033,0.004564978647977114,1.285868802369805e-05
407,81400,-137.60847597422975,0.17113371193408966,0.015379582531750202
408,81600,-915.1651964535696,89.35504913330078,38.0220832824707
409,81800,-919.4673109079812,19.493757247924805,14.999006271362305
410,82000,-782.608885734897,1.1089403629302979,0.6181591749191284
411,82200,-1060.0540775271486,28.288585662841797,30.148178100585938
412,82400,-525.1735823522301,17.392702102661133,16.538806915283203
413,82600,-360.782385695792,29.975086212158203,29.16696548461914
414,82800,-793.6088302386117,79.25994110107422,41.2010498046875
415,83000,-639.7763070120051,9.690139770507812,9.248519897460938
416,83200,-825.1257769147385,124.308837890625,59.682979583740234
417,83400,-689.9846271458863,66.76626586914062,57.139530181884766
418,83600,-785.0038885757242,21.89653968811035,20.458515167236328
419,83800,-656.282685450109,113.88976287841797,27.846498489379883
420,84000,-920.4513968622548,80.8487548828125,56.37914276123047
421,84200,-725.3545962617425,56.920677185058594,40.37641143798828
422,84400,-983.8779749571833,233.9310760498047,63.404239654541016
423,84600,-748.9009490811737,34.761627197265625,37.31687545776367
424,84800,-755.367954440424,36.881595611572266,37.86118698120117
425,85000,-734.8206205726817,35.997337341308594,37.8483772277832
426,85200,-887.5162358797944,36.79010009765625,39.52341079711914
427,85400,-791.537220943368,63.213504791259766,52.899906158447266
428,85600,-783.968374529537,23.196853637695312,17.14497184753418
429,85800,-262.4352557060847,5.560461044311523,1.9181287288665771
430,86000,-396.2172005502003,1.721275806427002,0.9071176052093506
431,86200,-134.70770675069994,0.690313458442688,0.19955316185951233
432,86400,-262.7366482916295,0.36022329330444336,0.06632401794195175
433,86600,-133.1511941850042,0.35903239250183105,0.030985292047262192
434,86800,-132.49398399092667,-0.21226082742214203,0.00390050676651299
435,87000,-391.71921000028277,1.9067004919052124,0.3867412805557251
436,87200,-783.3795855819963,21.462797164916992,11.138387680053711
437,87400,-526.1620407123584,-0.33540910482406616,0.061610493808984756
438,87600,-789.6022872650454,5.363283634185791,4.541216850280762
439,87800,-1047.8377406101058,32.496395111083984,32.51213073730469
440,88000,-928.9884237390679,55.90483856201172,56.64677810668945
441,88200,-1051.0078621020605,36.31829833984375,34.30632019042969
442,88400,-1049.7868505379279,74.50074768066406,43.190452575683594
443,88600,-1072.9886763269408,65.49308776855469,53.679195404052734
444,88800,-524.5512052894061,-0.28078123927116394,0.04751231521368027
445,89000,-1072.969881501246,47.956031799316406,48.4438362121582
446,89200,-1084.1895003951906,53.5166015625,54.60266876220703
447,89400,-132.1215573634278,-0.21472227573394775,0.012941076420247555
448,89600,-894.1715900036849,32.44062805175781,29.95743179321289
449,89800,-132.5547116517142,-0.15681599080562592,0.00661323219537735
